gene_id	gene_name	HBRRep1	HBRRep2	HBRRep3	UHRRep1	UHRRep2	UHRRep3
ENSG00000100122	CRYBB1	1	0	1	2	2	4
ENSG00000100124	ANKRD54	26	46	46	87.001	44	68
ENSG00000100129	EIF3L	331.894	364.514	349.832	1203.762	740.358	995.488
ENSG00000100138	SNU13	163	197	177	353	208	281
ENSG00000100139	MICALL1	48	60	59	143.001	88	105.999
ENSG00000100142	POLR2F	44.795	56.534	48.953	90.938	65.286	70.959
ENSG00000100146	SOX10	85	130	113	116	70	90
ENSG00000100147	CCDC134	7	13	14	32	17	24
ENSG00000100150	DEPDC5	45	71	58	71	36	51.999
ENSG00000100151	PICK1	75.999	72.999	70	35.999	27.999	49
ENSG00000100154	TTC28	75	111	70	177	97	103
ENSG00000100156	SLC16A8	1	3	1	0	1	0
ENSG00000100162	CENPM	0	3	1	58	31	46
ENSG00000100167	SEPT3	736	917	875	55	39	55
ENSG00000100170	SLC5A1	0	0	0	0	2	0
ENSG00000100181	TPTEP1	18	16.721	14	111	73.847	89.079
ENSG00000100191	SLC5A4	2	1	1	8	3	3
ENSG00000100196	KDELR3	2	2	1	85	82	77
ENSG00000100197	CYP2D6	0	2	5	4	5	4
ENSG00000100201	DDX17	1489	1753	1590	2767.001	1747.001	2188.001
ENSG00000100206	DMC1	2	3	0	13	8	8
ENSG00000100207	TCF20	203	253	204	454.001	276	346
ENSG00000100209	HSCB	4	7	9	37	23	19
ENSG00000100211	CBY1	9	17	16	30	18	29
ENSG00000100216	TOMM22	51	67	50	174	108	153
ENSG00000100218	RSPH14	3	4	2	0	0	0
ENSG00000100219	XBP1	65	92	72	1035	619.999	729.001
ENSG00000100220	RTCB	103	141	119	326.001	172	234
ENSG00000100221	JOSD1	142	152	127	248	195	203
ENSG00000100225	FBXO7	153	168	187	417	358	354
ENSG00000100226	GTPBP1	134	169	132	312.999	162.999	226
ENSG00000100227	POLDIP3	132	150	145	252	163.001	205
ENSG00000100228	RAB36	22	25	31	15	8	12
ENSG00000100234	TIMP3	188	252	234	785	479	589
ENSG00000100239	PPP6R2	135.999	205.001	212	177.999	118.999	149
ENSG00000100241	SBF1	629	796	644.001	485	311.001	384
ENSG00000100242	SUN2	397.999	511	431.999	339	187	309.001
ENSG00000100243	CYB5R3	121	159	124.999	371.999	249	301
ENSG00000100246	DNAL4	19	40	32	46	17	26
ENSG00000100249	C22orf31	0	0	0	0	0	0
ENSG00000100253	MIOX	0	0	0	1	0	1
ENSG00000100258	LMF2	51	62	63	165.001	104.001	153
ENSG00000100263	RHBDD3	22	34	23	66	51	58.001
ENSG00000100266	PACSIN2	99	115	98	231	155	195
ENSG00000100271	TTLL1	21	33	24	10	12	19
ENSG00000100276	RASL10A	8	26	17	0	0	0
ENSG00000100280	AP1B1	217	258.001	247	346	239.001	266.001
ENSG00000100281	HMGXB4	29	42	45	110.001	92.999	93
ENSG00000100284	TOM1	90	112.001	93	75.001	50	63.001
ENSG00000100285	NEFH	194	257	243	24	23	21
ENSG00000100288	CHKB	31.619	47	55.14	74.142	50.415	66.717
ENSG00000100290	BIK	0	1	0	3	3	4
ENSG00000100292	HMOX1	13	18	12	81	51	80
ENSG00000100294	MCAT	13	25	24	40	23	32
ENSG00000100296	THOC5	67.001	109.999	56.001	196	117.999	136
ENSG00000100297	MCM5	25	29	34	506.999	270.001	414
ENSG00000100298	APOBEC3H	0	0	0	0	0	0
ENSG00000100299	ARSA	41	42	52	51.999	41	48
ENSG00000100300	TSPO	12	9	13	131	80	110
ENSG00000100302	RASD2	52	77	57	13	12	15
ENSG00000100304	TTLL12	52	91	55	262	202	224
ENSG00000100307	CBX7	258	355	298	24	23	26
ENSG00000100311	PDGFB	30	41	26	38	24	41
ENSG00000100312	ACR	0	0	0	0	0	0
ENSG00000100314	CABP7	20	26	29	2	1	5
ENSG00000100316	RPL3	649	740.001	706.001	3954	2347	2980.999
ENSG00000100319	ZMAT5	16	14	11	38	25	21
ENSG00000100320	RBFOX2	600	710.001	678	497.999	347	395.999
ENSG00000100321	SYNGR1	749	983	850	50.999	43.999	41
ENSG00000100324	TAB1	88	77	67	77	63	82
ENSG00000100325	ASCC2	29	34	31	125	78	109.998
ENSG00000100330	MTMR3	209	257	238.001	200	122	151
ENSG00000100335	MIEF1	89	116	111.001	301	154	196
ENSG00000100336	APOL4	10	5	7	9	4	3
ENSG00000100341	PNPLA5	3	2	2	0	1	0
ENSG00000100342	APOL1	4	9	6	80	61	70
ENSG00000100344	PNPLA3	5	3	2	31	25	28
ENSG00000100345	MYH9	416.001	476	455	2580	1542	2042
ENSG00000100346	CACNA1I	97	128	125	2	2	0
ENSG00000100347	SAMM50	44	43.001	48	141	117	99
ENSG00000100348	TXN2	27	40	33	73	42	32
ENSG00000100350	FOXRED2	71	98	104	204.001	101	116.001
ENSG00000100351	GRAP2	1	0	1	51.999	38	41.999
ENSG00000100353	EIF3D	94	109	124	694.001	460.999	596
ENSG00000100354	TNRC6B	559.999	647.999	564.001	500	299	385.999
ENSG00000100359	SGSM3	114	151	117	169.999	97.001	142.999
ENSG00000100360	IFT27	49	54	54	72.001	47.999	59
ENSG00000100362	PVALB	97	124	99	24	16	15
ENSG00000100364	KIAA0930	291.999	345	298.999	251.999	160.001	186.001
ENSG00000100365	NCF4	3	7	1	23	18	16
ENSG00000100368	CSF2RB	1	2	4	45	35	38
ENSG00000100372	SLC25A17	34	36	37	104	83	110.001
ENSG00000100373	UPK3A	0	0	0	2	1	0
ENSG00000100376	FAM118A	42.001	44	39	90.999	52	79
ENSG00000100379	KCTD17	38	70.001	64	26	14	11
ENSG00000100380	ST13	382.001	460	453	883.999	619	759
ENSG00000100385	IL2RB	1	0	0	6	4	4
ENSG00000100387	RBX1	41.001	63	49	112.999	74	80
ENSG00000100393	EP300	295	387	395.001	555	309	391.001
ENSG00000100395	L3MBTL2	90	104	83.001	144	105	95
ENSG00000100399	CHADL	32	37	38	1	1	0
ENSG00000100401	RANGAP1	235	297.001	238.999	427	273	362
ENSG00000100403	ZC3H7B	405	511	464	438	278	357
ENSG00000100410	PHF5A	32	33	15	130	74	82
ENSG00000100412	ACO2	427.001	528.999	462.001	331	225	266
ENSG00000100413	POLR3H	113	103	107	149	83	110.999
ENSG00000100416	TRMU	58	68.001	63.999	161.999	96.001	115.999
ENSG00000100417	PMM1	30	42	51	62	30.999	28
ENSG00000100418	DESI1	124	178	152	176	124	128
ENSG00000100422	CERK	203	239	254	282	177	234
ENSG00000100425	BRD1	80	100	94	164	105	140
ENSG00000100426	ZBED4	29	40	45	181	141	149
ENSG00000100427	MLC1	291	319	301	12	10	12
ENSG00000100429	HDAC10	20.765	22.264	28.718	65.82	39.242	49.148
ENSG00000128159	TUBGCP6	222.999	272	225	256	159.999	192
ENSG00000128165	ADM2	0	1	1	27	21	31
ENSG00000128185	DGCR6L	49.583	46.322	38.513	100.098	52.858	91.573
ENSG00000128191	DGCR8	64	92	63	250.998	163.999	208
ENSG00000128203	ASPHD2	56	72	93	19	9	21
ENSG00000128218	VPREB3	0	0	0	0	0	1
ENSG00000128228	SDF2L1	5	14	3	50	32	42
ENSG00000128242	GAL3ST1	16.999	13	15	3	3	3
ENSG00000128245	YWHAH	1022	1347.999	1140	331.999	218.001	290
ENSG00000128250	RFPL1	0	0	0	0	0	0
ENSG00000128253	RFPL2	7	1	9	0	0	0
ENSG00000128254	C22orf24	0	1	2	1	0	0
ENSG00000128262	POM121L9P	1	2	2	0	1.02	0
ENSG00000128266	GNAZ	229	258	225	33	17	26
ENSG00000128268	MGAT3	252	320	267	33	14	22
ENSG00000128271	ADORA2A	2.375	27	0	26	17	21
ENSG00000128272	ATF4	285	346	300	1323.001	802	1043
ENSG00000128274	A4GALT	7	5	2	34	20	23
ENSG00000128276	RFPL3	0	0	0	0	0	0
ENSG00000128283	CDC42EP1	60	96	61	138	74	120
ENSG00000128284	APOL3	6	2	10	31	24	17
ENSG00000128285	MCHR1	12	21	17	0	3	1
ENSG00000128294	TPST2	37	34	34.001	77	40	82
ENSG00000128298	BAIAP2L2	0	7	2	10	5	6
ENSG00000128309	MPST	34	29	33	128	74	112
ENSG00000128310	GALR3	0	0	1	0	1	0
ENSG00000128311	TST	17	20	17	88	58	50
ENSG00000128313	APOL5	0	0	0	0	0	0
ENSG00000128322	IGLL1	0	0	0	0	0	2
ENSG00000128335	APOL2	100.001	140	122	126	101	99
ENSG00000128340	RAC2	7	8	5	106	74	87
ENSG00000128342	LIF	2	3	3	151	95	106
ENSG00000128346	C22orf23	4	1	0	4	2	4
ENSG00000128383	APOBEC3A	0	0	0	0	0	0
ENSG00000128394	APOBEC3F	1	2	0	6.295	7.079	8.696
ENSG00000128408	RIBC2	0	3	1	12	8	3
ENSG00000130487	KLHDC7B	0	0	1	3	7	1
ENSG00000130489	SCO2	5	16	6	39	24	37
ENSG00000130538	OR11H1	0	0	0	0	0	0
ENSG00000130540	SULT4A1	282	321.001	280	4	5	2
ENSG00000130638	ATXN10	194.955	252.913	244.963	188.841	146.941	164.897
ENSG00000130943	PKDREJ	1	0	1	0	1	0
ENSG00000131100	ATP6V1E1	380	446	381	244	173	199
ENSG00000133422	MORC2	73	85	53	150.999	87	144.001
ENSG00000133424	LARGE1	165.001	199	192.001	77	47.001	76.999
ENSG00000133433	GSTT2B	8	6	6	10	7	11
ENSG00000133454	MYO18B	0	0	0	68	69	57
ENSG00000133460	SLC2A11	56	60	47	28.081	42	37
ENSG00000133466	C1QTNF6	3	4	9	87	59.001	70
ENSG00000133475	GGT2	0	0	0	2.014	0	0
ENSG00000133477	FAM83F	0	1	6	27	19	13
ENSG00000133488	SEC14L4	0	0	0	2	1	4
ENSG00000133519	ZDHHC8P1	19	16	13	0	1	3
ENSG00000138867	GUCD1	58	59	58	379	212	284
ENSG00000138892	TTLL8	0	0	0	0	0	0
ENSG00000138942	RNF185	62	108	76	115	94	101
ENSG00000138944	KIAA1644	147	202	172	160	105	133
ENSG00000138964	PARVG	15	12.999	11	26	26	18
ENSG00000159307	SCUBE1	0	7	3	7	12	5
ENSG00000159496	RGL4	0	2	0	0	3	1
ENSG00000159873	CCDC117	66	74	53	247	173	169
ENSG00000159958	TNFRSF13C	4	2	3	11	9	11
ENSG00000161103	AC008132.13	0	0	0	0	3.752	1
ENSG00000161132	XXbac-B444P24.10	0	2	0	0	1	0
ENSG00000161133	USP41	0	0	0	2.27	0	0
ENSG00000161149	TUBA3FP	6	6	9	10	8	8
ENSG00000161179	YDJC	16	26	24	149	79	118
ENSG00000161180	CCDC116	2	0	1	5	2	1
ENSG00000166862	CACNG2	30	29	44	0	0	0
ENSG00000166897	ELFN2	115	147	121	19	9	26
ENSG00000167037	SGSM1	128	161	133.001	4	3	5
ENSG00000167065	DUSP18	8	10	14	18	14	9
ENSG00000167074	TEF	329	379	340	43	33	28
ENSG00000167077	MEI1	1	1	1	4.001	1	1
ENSG00000168135	KCNJ4	64	80	58	2	0	3
ENSG00000169184	MN1	44	34	29	115	83	123
ENSG00000169314	C22orf15	0	0	0	0	1	2
ENSG00000169548	ZNF280A	0	0	0	9	9	12
ENSG00000169575	VPREB1	0	0	0	1	0	1
ENSG00000169635	HIC2	27	24	26	207	107	138
ENSG00000169662	BCRP6	0	0	0	0	0	0
ENSG00000169668	BCRP2	2.468	6.52	2	2.066	9.204	3.09
ENSG00000170638	TRABD	24.001	28	19	109.001	76.001	87.999
ENSG00000172250	SERHL	3	3.104	0	0	1.575	0
ENSG00000172346	CSDC2	68	89	61	4	2	0
ENSG00000172404	DNAJB7	0	0	0	0	0	0
ENSG00000172912	COX6B1P3	0	0	0	0	0	0
ENSG00000172967	XKR3	0	0	0	1	1	6
ENSG00000175329	ISX	0	0	0	1	3	1
ENSG00000176177	ENTHD1	0	0	0	2	0	3
ENSG00000176635	HORMAD2	0	0	0	1	0	0
ENSG00000177096	FAM109B	9	2	4	6	3	5
ENSG00000177663	IL17RA	56	62	57	87	66	78
ENSG00000177989	ODF3B	2	7	2	5	7	5
ENSG00000177993	ZNRF3-AS1	0	0	0	0	0	0
ENSG00000178026	LRRC75B	17	24.999	23	20	17.999	21
ENSG00000178248	AP000345.1	0	0	0	0	1	0
ENSG00000178803	ADORA2A-AS1	0	0	0	0	2	0
ENSG00000179750	APOBEC3B	1	1	0	36.951	32.888	31.489
ENSG00000180150	HMGN2P9	0	0	0	0	0	0
ENSG00000180957	PITPNB	77	89	61	103	79	80
ENSG00000181123	RP4-539M6.14	0	0	0	0	0	0
ENSG00000182057	OGFRP1	0	1	0	7	3	3
ENSG00000182257	PRR34	2	0	1	1	1	0
ENSG00000182351	CRIP1P4	0	0	0	0	0	0
ENSG00000182541	LIMK2	47.001	68.999	50.999	91.001	55.001	79.999
ENSG00000182824	AC008132.15	0	0	0	0	2	0
ENSG00000182841	RRP7BP	44.514	60.234	45.997	85.613	60.752	63.299
ENSG00000182858	ALG12	31	56	64	89	44	58
ENSG00000182902	SLC25A18	86.999	103	76	1	3	4
ENSG00000182944	EWSR1	315.999	332	334.998	870.999	629	791
ENSG00000183066	WBP2NL	9	7.001	6	5	4	1
ENSG00000183169	POM121L1P	0	0	0	0	1	0
ENSG00000183172	SMDT1	24	38	33	23	14	20.001
ENSG00000183246	RIMBP3C	2	0	0	12.627	7.637	0
ENSG00000183307	CECR6	25	42	30	9	5	4
ENSG00000183506	PI4KAP2	50.483	66.481	52.04	179.796	102.482	113.666
ENSG00000183530	PRR14L	213	264	223	406	277	324
ENSG00000183569	SERHL2	0	8.897	9	13	6.425	8
ENSG00000183579	ZNRF3	92	101	96	94	85	79
ENSG00000183597	TANGO2	47	65	58.001	97	52	52
ENSG00000183628	DGCR6	63.417	84.679	70.488	15.902	14.142	14.427
ENSG00000183741	CBX6	737	870.999	826	352	233	296
ENSG00000183762	KREMEN1	50	62	34	75	57	69
ENSG00000183765	CHEK2	1	5	2	83.998	63	85.999
ENSG00000183773	AIFM3	79.001	79.999	94.999	6	6	8
ENSG00000183785	TUBA8	82	91.001	101	0	3	0
ENSG00000183822	CTA-833B7.2	0	0	0	0	0	0
ENSG00000183864	TOB2	193	264	188	168	113	139
ENSG00000183963	SMTN	32	35	34	136	86	134.999
ENSG00000184058	TBX1	1	0	1	5	5	4
ENSG00000184068	RP5-821D11.7	2	2	2	3	0	1
ENSG00000184076	UQCR10	81	91	102	183	95	135
ENSG00000184113	CLDN5	60	85	56	0	1	0
ENSG00000184117	NIPSNAP1	103	124	121	309	203	242
ENSG00000184164	CRELD2	29	39	39.999	65	57	49
ENSG00000184208	C22orf46	33	36	32	52	46	47
ENSG00000184319	RPL23AP82	41	56	56	29	19	32
ENSG00000184381	PLA2G6	64	59	71.999	86.001	48.999	54
ENSG00000184436	THAP7	34	54.001	36	92	73	84
ENSG00000184459	BPIFC	0	0	0	0	0	0
ENSG00000184470	TXNRD2	40.001	48	34.999	71.001	57	65
ENSG00000184571	PIWIL3	0	0	0	1	0	0
ENSG00000184624	ZNF72P	0	0	0	0	1	0
ENSG00000184702	SEPT5	577.001	759.001	614.846	144.344	120.999	112.098
ENSG00000184708	EIF4ENIF1	87	95.999	89	67.999	55.999	58
ENSG00000184792	OSBP2	107	116	82.001	93	43	73.999
ENSG00000184949	FAM227A	14	9	11	37	37	20
ENSG00000184979	USP18	4	8	5	35.73	17	23
ENSG00000184983	NDUFA6	59	95	72	160	106	119
ENSG00000185022	MAFF	25	25	19	90	57	63
ENSG00000185065	AC000068.5	3	4	1	1	6	2
ENSG00000185133	INPP5J	56	73	51.001	4	4	12
ENSG00000185252	ZNF74	36.999	39	42	110.001	73.999	88.999
ENSG00000185264	TEX33	0	0	0	0	0	0
ENSG00000185339	TCN2	18	25	23	55	47	40.999
ENSG00000185340	GAS2L1	71	77	61	31	22	33
ENSG00000185386	MAPK11	54	81	69	21	20	25
ENSG00000185608	MRPL40	27	33	29	102	63	83.001
ENSG00000185651	UBE2L3	203	238	196	461	298	326.999
ENSG00000185666	SYN3	62	100	72	9	6	8
ENSG00000185686	PRAME	0	0	0	794.001	451	583.999
ENSG00000185721	DRG1	77	101	93	176.999	138	144
ENSG00000185837	CECR5-AS1	0	0	1	1	1	0
ENSG00000185838	GNB1L	14	18.94	7	40.134	40.066	34
ENSG00000186575	NF2	195	264	232	433	297	341.999
ENSG00000186654	PRR5	10	7.807	4	25	21	12.999
ENSG00000186716	BCR	234.823	366.449	303.884	317.434	197.65	257.646
ENSG00000186732	MPPED1	119	146	133	1	1	2
ENSG00000186951	PPARA	63	93	79	182.001	135	129
ENSG00000186976	EFCAB6	28	37	32	2	0	2
ENSG00000186998	EMID1	11	17	24	8	4	5
ENSG00000187012	LINC00207	0	0	0	0	0	0
ENSG00000187045	TMPRSS6	0	0	0	3	1	2
ENSG00000187051	RPS19BP1	70	86.001	70	129.001	91	95
ENSG00000187792	ZNF70	25	46	31	79	45	39
ENSG00000187860	CCDC157	2	16	7	8	8	3
ENSG00000187905	LRRC74B	0	2	0	0	0	1
ENSG00000187979	AC008079.9	0	0	0	0	0	0
ENSG00000188064	WNT7B	6	10	6	9	7	14
ENSG00000188078	RP5-1119A7.11	0	0	0	0	0	0
ENSG00000188130	MAPK12	61.235	56.736	59.282	103.181	70.758	113.852
ENSG00000188263	IL17REL	0	1	1	0	1	1
ENSG00000188280	AC007731.1	0	0	0	0	1.496	1
ENSG00000188511	C22orf34	1	2	2	23	12	20
ENSG00000188636	LDOC1L	173	259	173	236	148	178
ENSG00000188677	PARVB	70	82	68	165	137	141.999
ENSG00000189060	H1F0	102	140	105	245	160	185
ENSG00000189269	DRICH1	0	1	1	0	0	1
ENSG00000189295	ANKRD62P1-PARP4P3	0	0	0	0	0	0
ENSG00000189306	RRP7A	65.486	107.767	105.003	176.388	98.249	146.701
ENSG00000196236	XPNPEP3	30	42	36	151	106	124
ENSG00000196419	XRCC6	360	407	370.001	1375	963	1088
ENSG00000196431	CRYBA4	1	0	0	0	1	1
ENSG00000196576	PLXNB2	208.999	259	228.999	449	272	346.999
ENSG00000196588	MKL1	123.001	117.999	89	117	67.001	83.001
ENSG00000197077	KIAA1671	129	157	132	158	98	142.001
ENSG00000197182	MIRLET7BHG	52.001	99	64	43	40	30
ENSG00000197210	KB-1592A4.15	0	0	0	2	1.228	0
ENSG00000197421	GGT3P	0	0	0	0	0	1.015
ENSG00000197549	PRAMENP	0	0	0	0	0	0
ENSG00000198062	POTEH	0	0	1	8	6	10
ENSG00000198089	SFI1	93.001	90	89	102	77.001	103
ENSG00000198125	MB	0	1	0	9	7	8
ENSG00000198355	PIM3	44	56	52	152	100	110
ENSG00000198445	CCT8L2	0	0	0	1	0	0
ENSG00000198792	TMEM184B	195	231	205	187.999	136	164
ENSG00000198832	SELM	83	80	72.001	23	17	14
ENSG00000198911	SREBF2	445.999	630	523.999	563	342	481
ENSG00000198951	NAGA	22	35	48	137	104	127
ENSG00000199248	RNU6-28P	0	0	0	0	0	0
ENSG00000199515	Y_RNA	0	0	0	0	0	0
ENSG00000199695	RNU6-1128P	0	0	0	0	0	0
ENSG00000199783	SNORD56	0	0	0	0	0	0
ENSG00000199797	Y_RNA	0	0	0	0	0	0
ENSG00000199865	RNU6-495P	0	0	0	0	0	0
ENSG00000200057	RN7SKP63	0	0	0	0	0	0
ENSG00000200332	Y_RNA	0	0	0	0	0	0
ENSG00000200443	RNU6-1066P	0	0	0	0	0	0
ENSG00000200448	Y_RNA	0	0	0	0	0	0
ENSG00000200683	RNU6-379P	0	0	0	0	0	0
ENSG00000200871	RNU6-810P	0	0	0	0	0	0
ENSG00000200976	Y_RNA	0	0	0	0	0	0
ENSG00000200985	RNA5SP493	0	0	0	0	0	0
ENSG00000201078	RN7SKP214	0	0	0	0	0	0
ENSG00000201209	SNORD42	0	0	0	0	0	0
ENSG00000201916	Y_RNA	0	0	0	0	0	0
ENSG00000202019	Y_RNA	0	0	0	0	0	0
ENSG00000202058	RN7SKP80	280	311	223	247	404	366
ENSG00000203280	CTA-221G9.12	0	1	1	0	0	0
ENSG00000203416	FAM32BP	0	1	0	0	0	0
ENSG00000203527	Z99756.1	0	0	0	0	0	0
ENSG00000203618	GP1BB	0	0	41.154	17.655	0	25.901
ENSG00000205559	CHKB-AS1	3	1	0	0	0	0
ENSG00000205560	CPT1B	21.646	37.999	34.9	79.137	48.677	60.386
ENSG00000205593	DENND6B	74	111	67	32	16	18
ENSG00000205632	LINC01310	5	6	5	0	3	1
ENSG00000205634	LINC00898	3	3	1	4	2	1
ENSG00000205643	CDPF1	12	10	10	23	10	17
ENSG00000205702	CYP2D7	2	6	4	1	3	5
ENSG00000205704	LINC00634	24	13	20	0	1	0
ENSG00000205853	RFPL3S	2	3	1	0	1	3
ENSG00000205856	C22orf42	0	2	0	0	0	0
ENSG00000206028	CTA-373H7.7	0	0	0	0	0	1
ENSG00000206066	IGLL3P	0	0	0	0	0	0
ENSG00000206069	TMEM211	0	0	0	0	0	0
ENSG00000206090	AP000350.7	0	0	0	0	0	0
ENSG00000206140	TMEM191C	3.337	4.656	8.463	0	7.827	3.654
ENSG00000206142	KB-1183D5.13	1	0	0	0	0	0
ENSG00000206145	P2RX6P	3	2	1	0	1	1
ENSG00000206195	DUXAP8	9	4	7	218	170.999	170
ENSG00000206203	TSSK2	0	0	0	0	0	1
ENSG00000206615	RNU6-338P	0	0	0	0	0	0
ENSG00000206739	Y_RNA	0	0	0	0	0	0
ENSG00000206813	Y_RNA	0	0	0	0	0	0
ENSG00000206841	RNU6-409P	0	0	0	0	0	0
ENSG00000207227	RNU6-900P	0	0	0	0	0	0
ENSG00000207343	RNU6-225P	0	0	0	0	0	0
ENSG00000207455	RNU6-331P	0	0	0	0	0	0
ENSG00000207457	RNU6-476P	0	0	0	0	0	0
ENSG00000207575	MIR649	0	0	0	0	0	0
ENSG00000207696	MIR659	0	0	0	0	0	0
ENSG00000207751	MIR130B	0	0	0	0	1.044	2.36
ENSG00000207780	MIR648	0	0	0	0	0	0
ENSG00000207932	MIR33A	0	0	0	0	0	0
ENSG00000208023	MIR185	0	0	0	0	0	0
ENSG00000209480	SNORD83B	0	0	0	0	0	0
ENSG00000209482	SNORD83A	0	0	0	0	0	0
