tx	gene_id	HBRRep1	HBRRep2	HBRRep3	UHRRep1	UHRRep2	UHRRep3
ENST00000383038	ENSG00000206195	1221.124	1224.374	1222.05	1211.324	1223.013	1224.52
ENST00000447898	ENSG00000206195	3963.124	3966.374	3964.05	3953.324	3965.013	3966.52
ENST00000458623	ENSG00000206195	240.153	243.394	241.069	230.343	242.061	243.524
ENST00000603308	ENSG00000271127	1215.124	1218.374	1216.05	1205.324	1217.013	1218.52
ENST00000440946	ENSG00000232775	987.124	990.374	988.05	977.324	989.013	990.52
ENST00000609679	ENSG00000232775	379.124	382.394	380.064	369.327	381.035	382.524
ENST00000414726	ENSG00000232775	144.304	146.886	145.197	135.485	145.774	146.808
ENST00000607933	ENSG00000206195	469.124	472.394	470.064	459.327	471.035	472.524
ENST00000608286	ENSG00000272872	521.124	524.394	522.064	511.327	523.035	524.524
ENST00000456786	ENSG00000271672	449.124	452.394	450.064	439.327	451.035	452.524
ENST00000420638	ENSG00000223875	1320.124	1323.374	1321.05	1310.324	1322.013	1323.52
ENST00000398242	ENSG00000215270	876.124	879.374	877.05	866.324	878.013	879.52
ENST00000448070	ENSG00000229286	9.185	9.192	9.052	8.469	9.011	9.055
ENST00000424770	ENSG00000233866	413.124	416.394	414.064	403.327	415.035	416.524
ENST00000612550	ENSG00000278188	3.058	3.116	3.206	3.228	3.138	3.13
ENST00000399687	ENSG00000225293	431.124	434.394	432.064	421.327	433.035	434.524
ENST00000427602	ENSG00000226160	88	88	88	88	88	88
ENST00000426076	ENSG00000229658	1439.124	1442.374	1440.05	1429.324	1441.013	1442.52
ENST00000421957	ENSG00000227367	1115.124	1118.374	1116.05	1105.324	1117.013	1118.52
ENST00000623630	ENSG00000280263	1165.124	1168.374	1166.05	1155.324	1167.013	1168.52
ENST00000450340	ENSG00000235969	85.311	87.322	86.167	78.26	86.216	86.866
ENST00000609641	ENSG00000273362	488.124	491.394	489.064	478.327	490.035	491.524
ENST00000454360	ENSG00000233995	444.124	447.394	445.064	434.327	446.035	447.524
ENST00000493696	ENSG00000239435	3216.124	3219.374	3217.05	3206.324	3218.013	3219.52
ENST00000472972	ENSG00000239435	138.895	141.299	139.669	130.188	140.25	141.249
ENST00000359963	ENSG00000198445	1887.124	1890.374	1888.05	1877.324	1889.013	1890.52
ENST00000430910	ENSG00000240122	224.237	227.448	225.136	214.419	226.106	227.623
ENST00000558085	ENSG00000100181	1565.124	1568.374	1566.05	1555.324	1567.013	1568.52
ENST00000592918	ENSG00000283633	1403.124	1406.374	1404.05	1393.324	1405.013	1406.52
ENST00000400593	ENSG00000100181	1257.124	1260.374	1258.05	1247.324	1259.013	1260.52
ENST00000592107	ENSG00000283633	846.124	849.374	847.05	836.324	848.013	849.52
ENST00000426585	ENSG00000100181	5552.124	5555.374	5553.05	5542.324	5554.013	5555.52
ENST00000591299	ENSG00000283633	578.124	581.388	579.064	568.327	580.035	581.524
ENST00000588548	ENSG00000283633	2350.124	2353.374	2351.05	2340.324	2352.013	2353.52
ENST00000438850	ENSG00000267338	373.124	376.394	374.064	363.327	375.035	376.524
ENST00000383140	ENSG00000100181	798.124	801.388	799.058	788.327	800.035	801.524
ENST00000585784	ENSG00000100181	300.153	303.394	301.067	290.327	302.05	303.524
ENST00000636884	ENSG00000100181	59.749	61.26	60.448	53.852	60.13	60.718
ENST00000588424	ENSG00000100181	1429.124	1432.374	1430.05	1419.324	1431.013	1432.52
ENST00000508033	ENSG00000249288	91.228	93.155	92.004	83.724	92.072	92.744
ENST00000415121	ENSG00000100181	894.124	897.374	895.05	884.324	896.013	897.52
ENST00000510265	ENSG00000249263	147.932	150.633	148.898	139.045	149.472	150.554
ENST00000456726	ENSG00000189295	1008.124	1011.374	1009.05	998.324	1010.013	1011.52
ENST00000457060	ENSG00000189295	430.124	433.394	431.064	420.327	432.035	433.524
ENST00000434304	ENSG00000259271	1450.124	1453.374	1451.05	1440.324	1452.013	1453.52
ENST00000423580	ENSG00000273244	702.124	705.388	703.064	692.327	704.035	705.524
ENST00000457911	ENSG00000241717	2734.124	2737.374	2735.05	2724.324	2736.013	2737.52
ENST00000422917	ENSG00000235343	1068.124	1071.374	1069.05	1058.324	1070.013	1071.52
ENST00000331428	ENSG00000172967	1517.124	1520.374	1518.05	1507.324	1519.013	1520.52
ENST00000425038	ENSG00000229027	1208.124	1211.374	1209.05	1198.324	1210.013	1211.52
ENST00000423928	ENSG00000229027	1005.124	1008.374	1006.05	995.324	1007.013	1008.52
ENST00000442797	ENSG00000234121	19.289	19.462	19.07	17.016	19.042	19.096
ENST00000637740	ENSG00000283535	382.124	385.394	383.064	372.327	384.035	385.524
ENST00000422608	ENSG00000237835	187.481	190.319	188.313	177.688	189.143	190.546
ENST00000404435	ENSG00000220248	2927.124	2930.374	2928.05	2917.324	2929.013	2930.52
ENST00000442403	ENSG00000237689	327.153	330.394	328.067	317.327	329.05	330.524
ENST00000448961	ENSG00000228122	53.356	54.766	53.868	47.8	53.621	54.215
ENST00000412238	ENSG00000237358	179.839	182.629	180.624	170.12	181.518	182.793
ENST00000427470	ENSG00000225480	1.319	1.351	1.359	1.404	1.394	1.353
ENST00000458718	ENSG00000230481	182.708	185.513	183.5	172.93	184.359	185.699
ENST00000523309	ENSG00000253691	195.124	198.06	195.929	185.345	196.816	198.276
ENST00000521969	ENSG00000253460	188.433	191.281	189.273	178.645	190.1	191.521
ENST00000517943	ENSG00000254264	144.304	146.886	145.197	135.485	145.774	146.808
ENST00000521497	ENSG00000253481	188.433	191.281	189.273	178.645	190.1	191.521
ENST00000623130	ENSG00000280156	84159.124	84162.374	84160.05	84149.324	84161.013	84162.52
ENST00000400588	ENSG00000215568	2457.124	2460.374	2458.05	2447.324	2459.013	2460.52
ENST00000465611	ENSG00000215568	2525.124	2528.374	2526.05	2515.324	2527.013	2528.52
ENST00000520505	ENSG00000215568	32.003	32.874	32.225	28.329	32.134	32.233
ENST00000523144	ENSG00000215568	421.124	424.394	422.064	411.327	423.035	424.524
ENST00000605217	ENSG00000270226	356.124	359.394	357.064	346.327	358.043	359.524
ENST00000614184	ENSG00000276400	694.124	697.388	695.064	684.327	696.035	697.524
ENST00000441006	ENSG00000237438	2553.124	2556.374	2554.05	2543.324	2555.013	2556.52
ENST00000414401	ENSG00000237438	373.124	376.394	374.064	363.327	375.035	376.524
ENST00000609932	ENSG00000237438	395.124	398.394	396.064	385.327	397.035	398.524
ENST00000609596	ENSG00000237438	2110.124	2113.374	2111.05	2100.324	2112.013	2113.52
ENST00000636648	ENSG00000237438	159.972	162.778	160.946	150.699	161.516	162.756
ENST00000608373	ENSG00000273203	2682.124	2685.374	2683.05	2672.324	2684.013	2685.52
ENST00000609791	ENSG00000273442	583.124	586.388	584.064	573.327	585.035	586.524
ENST00000477874	ENSG00000177663	478.124	481.394	479.064	468.327	480.035	481.524
ENST00000319363	ENSG00000177663	8434.124	8437.374	8435.05	8424.324	8436.013	8437.52
ENST00000612619	ENSG00000177663	8333.124	8336.374	8334.05	8323.324	8335.013	8336.52
ENST00000459971	ENSG00000177663	448.124	451.394	449.064	438.327	450.035	451.524
ENST00000429106	ENSG00000235328	158.103	160.901	159.07	148.883	159.666	160.866
ENST00000399875	ENSG00000183307	3788.124	3791.374	3789.05	3778.324	3790.013	3791.52
ENST00000331437	ENSG00000183307	4781.124	4784.374	4782.05	4771.324	4783.013	4784.52
ENST00000428078	ENSG00000235478	650.124	653.388	651.064	640.327	652.035	653.524
ENST00000441544	ENSG00000235478	1002.124	1005.374	1003.05	992.324	1004.013	1005.52
ENST00000155674	ENSG00000069998	1562.124	1565.374	1563.05	1552.324	1564.013	1565.52
ENST00000336737	ENSG00000069998	1626.124	1629.374	1627.05	1616.324	1628.013	1629.52
ENST00000477157	ENSG00000069998	3441.124	3444.374	3442.05	3431.324	3443.013	3444.52
ENST00000399852	ENSG00000069998	945.124	948.374	946.05	935.324	947.013	948.52
ENST00000486462	ENSG00000069998	1418.124	1421.374	1419.05	1408.324	1420.013	1421.52
ENST00000463033	ENSG00000069998	470.124	473.394	471.064	460.327	472.035	473.524
ENST00000480451	ENSG00000069998	855.124	858.374	856.05	845.324	857.013	858.52
ENST00000329743	ENSG00000185837	168.501	171.239	169.309	158.98	170.095	171.281
ENST00000431923	ENSG00000185837	443.124	446.394	444.064	433.327	445.035	446.524
ENST00000610390	ENSG00000093072	3964.124	3967.374	3965.05	3954.324	3966.013	3967.52
ENST00000399837	ENSG00000093072	4332.124	4335.374	4333.05	4322.324	4334.013	4335.52
ENST00000449907	ENSG00000093072	4105.124	4108.374	4106.05	4095.324	4107.013	4108.52
ENST00000399839	ENSG00000093072	3813.124	3816.374	3814.05	3803.324	3815.013	3816.52
ENST00000330232	ENSG00000093072	3022.124	3025.374	3023.05	3012.324	3024.013	3025.52
ENST00000262607	ENSG00000093072	3752.124	3755.374	3753.05	3742.324	3754.013	3755.52
ENST00000469063	ENSG00000093072	337.153	340.394	338.064	327.327	339.048	340.524
ENST00000480276	ENSG00000093072	397.124	400.394	398.064	387.327	399.035	400.524
ENST00000428401	ENSG00000236325	200.921	203.879	201.738	191.138	202.611	204.149
ENST00000543038	ENSG00000093072	376.124	379.394	377.064	366.327	378.035	379.524
ENST00000441548	ENSG00000093072	408.124	411.394	409.064	398.327	410.035	411.524
ENST00000344033	ENSG00000203416	162.833	165.596	163.733	153.415	164.358	165.587
ENST00000428828	ENSG00000241832	1742.124	1745.374	1743.05	1732.324	1744.013	1745.52
ENST00000453421	ENSG00000231004	49.912	51.295	50.402	44.663	50.115	50.783
ENST00000485262	ENSG00000239547	129.894	132.173	130.636	121.469	131.04	132.085
ENST00000400585	ENSG00000099954	4660.124	4663.374	4661.05	4650.324	4662.013	4663.52
ENST00000342247	ENSG00000099954	6005.124	6008.374	6006.05	5995.324	6007.013	6008.52
ENST00000262608	ENSG00000099954	4610.124	4613.374	4611.05	4600.324	4612.013	4613.52
ENST00000455617	ENSG00000229492	959.124	962.374	960.05	949.324	961.013	962.52
ENST00000455251	ENSG00000232305	215.442	218.632	216.375	205.664	217.248	218.823
ENST00000497534	ENSG00000099954	423.124	426.394	424.064	413.327	425.035	426.524
ENST00000612582	ENSG00000099954	9472.124	9475.374	9473.05	9462.324	9474.013	9475.52
ENST00000437347	ENSG00000228045	182.708	185.513	183.5	172.93	184.359	185.699
ENST00000355219	ENSG00000099954	1971.124	1974.374	1972.05	1961.324	1973.013	1974.52
ENST00000327451	ENSG00000182902	2071.124	2074.374	2072.05	2061.324	2073.013	2074.52
ENST00000399813	ENSG00000182902	1884.124	1887.374	1885.05	1874.324	1886.013	1887.52
ENST00000496051	ENSG00000182902	410.124	413.394	411.064	400.327	412.035	413.524
ENST00000467228	ENSG00000182902	2281.124	2284.374	2282.05	2271.324	2283.013	2284.52
ENST00000497401	ENSG00000182902	672.124	675.388	673.064	662.327	674.035	675.524
ENST00000469889	ENSG00000182902	387.124	390.394	388.064	377.327	389.035	390.524
ENST00000443935	ENSG00000236754	1665.124	1668.374	1666.05	1655.324	1667.013	1668.52
ENST00000611039	ENSG00000236754	334.153	337.394	335.065	324.327	336.05	337.524
ENST00000253413	ENSG00000131100	1229.124	1232.374	1230.05	1219.324	1231.013	1232.52
ENST00000399796	ENSG00000131100	1035.124	1038.374	1036.05	1025.324	1037.013	1038.52
ENST00000399798	ENSG00000131100	821.124	824.388	822.058	811.327	823.035	824.524
ENST00000473248	ENSG00000131100	659.124	662.388	660.064	649.327	661.035	662.524
ENST00000413576	ENSG00000131100	627.124	630.388	628.064	617.327	629.035	630.524
ENST00000481365	ENSG00000131100	519.124	522.394	520.064	509.327	521.035	522.524
ENST00000484653	ENSG00000131100	574.124	577.388	575.064	564.327	576.035	577.524
ENST00000478963	ENSG00000131100	414.124	417.394	415.064	404.327	416.035	417.524
ENST00000460085	ENSG00000131100	385.124	388.394	386.064	375.327	387.035	388.524
ENST00000399781	ENSG00000099968	826.124	829.374	827.05	816.324	828.013	829.52
ENST00000399782	ENSG00000099968	1208.124	1211.374	1209.05	1198.324	1210.013	1211.52
ENST00000543133	ENSG00000099968	4802.124	4805.374	4803.05	4792.324	4804.013	4805.52
ENST00000611738	ENSG00000099968	4644.124	4647.374	4645.05	4634.324	4646.013	4647.52
ENST00000418951	ENSG00000099968	4889.124	4892.374	4890.05	4879.324	4891.013	4892.52
ENST00000616863	ENSG00000099968	4588.124	4591.374	4589.05	4578.324	4590.013	4591.52
ENST00000337612	ENSG00000099968	4732.124	4735.374	4733.05	4722.324	4734.013	4735.52
ENST00000618481	ENSG00000099968	4788.124	4791.374	4789.05	4778.324	4790.013	4791.52
ENST00000538149	ENSG00000099968	4624.124	4627.374	4625.05	4614.324	4626.013	4627.52
ENST00000317582	ENSG00000099968	2819.124	2822.374	2820.05	2809.324	2821.013	2822.52
ENST00000498133	ENSG00000099968	2489.124	2492.374	2490.05	2479.324	2491.013	2492.52
ENST00000464649	ENSG00000099968	262.153	265.394	263.067	252.331	264.061	265.524
ENST00000493680	ENSG00000099968	1939.124	1942.374	1940.05	1929.324	1941.013	1942.52
ENST00000355028	ENSG00000099968	4285.124	4288.374	4286.05	4275.324	4287.013	4288.52
ENST00000399777	ENSG00000099968	2504.124	2507.374	2505.05	2494.324	2506.013	2507.52
ENST00000479296	ENSG00000099968	421.124	424.394	422.064	411.327	423.035	424.524
ENST00000485631	ENSG00000099968	937.124	940.374	938.05	927.324	939.013	940.52
ENST00000317361	ENSG00000015475	2322.124	2325.374	2323.05	2312.324	2324.013	2325.52
ENST00000615414	ENSG00000015475	2063.124	2066.374	2064.05	2053.324	2065.013	2066.52
ENST00000622694	ENSG00000015475	2026.124	2029.374	2027.05	2016.324	2028.013	2029.52
ENST00000614949	ENSG00000015475	1815.124	1818.374	1816.05	1805.324	1817.013	1818.52
ENST00000399767	ENSG00000015475	1956.124	1959.374	1957.05	1946.324	1958.013	1959.52
ENST00000399774	ENSG00000015475	1994.124	1997.374	1995.05	1984.324	1996.013	1997.52
ENST00000399765	ENSG00000015475	1706.124	1709.374	1707.05	1696.324	1708.013	1709.52
ENST00000494097	ENSG00000015475	2256.124	2259.374	2257.05	2246.324	2258.013	2259.52
ENST00000342111	ENSG00000015475	681.124	684.388	682.064	671.327	683.035	684.524
ENST00000550946	ENSG00000015475	1221.124	1224.374	1222.05	1211.324	1223.013	1224.52
ENST00000551952	ENSG00000015475	527.124	530.394	528.064	517.327	529.035	530.524
ENST00000611040	ENSG00000015475	246.153	249.394	247.069	236.338	248.061	249.524
ENST00000473439	ENSG00000015475	465.124	468.394	466.064	455.327	467.035	468.524
ENST00000552886	ENSG00000015475	159.972	162.778	160.946	150.699	161.516	162.756
ENST00000617586	ENSG00000015475	369.124	372.394	370.064	359.327	371.035	372.524
ENST00000583102	ENSG00000264757	80	80	80	80	80	80
ENST00000600723	ENSG00000269220	1987.124	1990.374	1988.05	1977.324	1989.013	1990.52
ENST00000441493	ENSG00000243156	9272.124	9275.374	9273.05	9262.324	9274.013	9275.52
ENST00000476405	ENSG00000093100	4155.124	4158.374	4156.05	4145.324	4157.013	4158.52
ENST00000252134	ENSG00000243156	744.124	747.388	745.058	734.327	746.035	747.524
ENST00000580469	ENSG00000243156	3449.124	3452.374	3450.05	3439.324	3451.013	3452.52
ENST00000577821	ENSG00000243156	634.124	637.388	635.064	624.327	636.035	637.524
ENST00000579997	ENSG00000243156	346.136	349.394	347.064	336.327	348.043	349.524
ENST00000584751	ENSG00000243156	263.153	266.394	264.067	253.331	265.061	266.524
ENST00000498573	ENSG00000243156	420.124	423.394	421.064	410.327	422.035	423.524
ENST00000578984	ENSG00000243156	396.124	399.394	397.064	386.327	398.035	399.524
ENST00000400561	ENSG00000243156	2873.124	2876.374	2874.05	2863.324	2875.013	2876.52
ENST00000495076	ENSG00000243156	4940.124	4943.374	4941.05	4930.324	4942.013	4943.52
ENST00000578905	ENSG00000243156	2359.124	2362.374	2360.05	2349.324	2361.013	2362.52
ENST00000414725	ENSG00000243156	4583.124	4586.374	4584.05	4573.324	4585.013	4586.52
ENST00000383094	ENSG00000243156	2790.124	2793.374	2791.05	2780.324	2792.013	2793.52
ENST00000461307	ENSG00000243156	5808.124	5811.374	5809.05	5798.324	5810.013	5811.52
ENST00000585038	ENSG00000243156	3150.124	3153.374	3151.05	3140.324	3152.013	3153.52
ENST00000462645	ENSG00000243156	399.124	402.394	400.064	389.327	401.035	402.524
ENST00000465886	ENSG00000243156	386.124	389.394	387.064	376.327	388.035	389.524
ENST00000498345	ENSG00000243156	365.124	368.394	366.064	355.327	367.041	368.524
ENST00000424046	ENSG00000243156	369.124	372.394	370.064	359.327	371.035	372.524
ENST00000385046	ENSG00000207780	94	94	94	94	94	94
ENST00000429618	ENSG00000235445	189.381	192.239	190.226	179.599	191.051	192.483
ENST00000441167	ENSG00000234913	2320.124	2323.374	2321.05	2310.324	2322.013	2323.52
ENST00000411920	ENSG00000237446	179.839	182.629	180.624	170.12	181.518	182.793
ENST00000443243	ENSG00000235295	2206.124	2209.374	2207.05	2196.324	2208.013	2209.52
ENST00000426483	ENSG00000225335	632.124	635.388	633.064	622.327	634.035	635.524
ENST00000607927	ENSG00000225335	1526.124	1529.374	1527.05	1516.324	1528.013	1529.52
ENST00000610387	ENSG00000215193	3751.124	3754.374	3752.05	3741.324	3753.013	3754.52
ENST00000329627	ENSG00000215193	18272.124	18275.374	18273.05	18262.324	18274.013	18275.52
ENST00000399744	ENSG00000215193	1499.124	1502.374	1500.05	1489.324	1501.013	1502.52
ENST00000474897	ENSG00000215193	1909.124	1912.374	1910.05	1899.324	1911.013	1912.52
ENST00000622035	ENSG00000225335	548.124	551.388	549.064	538.327	550.035	551.524
ENST00000428061	ENSG00000215193	642.124	645.388	643.064	632.327	644.035	645.524
ENST00000427227	ENSG00000236890	57.609	59.041	58.265	51.798	57.92	58.518
ENST00000450866	ENSG00000235617	111.847	113.976	112.695	103.702	112.958	113.831
ENST00000446487	ENSG00000225225	358.124	361.394	359.064	348.327	360.043	361.524
ENST00000426208	ENSG00000183785	409.124	412.394	410.064	399.327	411.035	412.524
ENST00000316027	ENSG00000183785	1345.124	1348.374	1346.05	1335.324	1347.013	1348.52
ENST00000623543	ENSG00000280007	20223.124	20226.374	20224.05	20213.324	20225.013	20226.52
ENST00000330423	ENSG00000183785	1845.124	1848.374	1846.05	1835.324	1847.013	1848.52
ENST00000416740	ENSG00000183785	1527.124	1530.374	1528.05	1517.324	1529.013	1530.52
ENST00000608634	ENSG00000183785	1218.124	1221.374	1219.05	1208.324	1220.013	1221.52
ENST00000215794	ENSG00000184979	1956.124	1959.374	1957.05	1946.324	1958.013	1959.52
ENST00000434390	ENSG00000187979	1686.124	1689.374	1687.05	1676.324	1688.013	1689.52
ENST00000617623	ENSG00000276160	825.124	828.385	826.056	815.326	827.03	828.523
ENST00000619172	ENSG00000274044	3399.124	3402.374	3400.05	3389.324	3401.013	3402.52
ENST00000618517	ENSG00000274044	1686.124	1689.374	1687.05	1676.324	1688.013	1689.52
ENST00000613790	ENSG00000274044	384.124	387.394	385.064	374.327	386.035	387.524
ENST00000615974	ENSG00000274044	554.124	557.388	555.064	544.327	556.035	557.524
ENST00000622906	ENSG00000276874	202.882	205.848	203.664	193.082	204.535	206.113
ENST00000612861	ENSG00000275060	3627.124	3630.374	3628.05	3617.324	3629.013	3630.52
ENST00000614584	ENSG00000277017	202.882	205.848	203.664	193.082	204.535	206.113
ENST00000615181	ENSG00000277870	146.126	148.752	147.067	137.269	147.629	148.678
ENST00000624459	ENSG00000277870	1374.124	1377.374	1375.05	1364.324	1376.013	1377.52
ENST00000620909	ENSG00000277017	647.124	650.388	648.064	637.327	649.035	650.524
ENST00000624001	ENSG00000277870	305.153	308.394	306.067	295.327	307.05	308.524
ENST00000621762	ENSG00000278044	186.524	189.351	187.349	176.736	188.182	189.569
ENST00000619998	ENSG00000274252	795.124	798.388	796.058	785.327	797.035	798.524
ENST00000618466	ENSG00000275319	147.025	149.692	147.986	138.158	148.55	149.616
ENST00000359859	ENSG00000277690	297.153	300.394	298.067	287.327	299.05	300.524
ENST00000612978	ENSG00000278558	1047.124	1050.374	1048.05	1037.324	1049.013	1050.52
ENST00000614395	ENSG00000278558	1713.124	1716.374	1714.05	1703.324	1715.013	1716.52
ENST00000620199	ENSG00000278558	290.153	293.394	291.067	280.327	292.05	293.524
ENST00000613577	ENSG00000278558	182.708	185.513	183.5	172.93	184.359	185.699
ENST00000621725	ENSG00000278558	300.153	303.394	301.067	290.327	302.05	303.524
ENST00000618859	ENSG00000278558	615.124	618.388	616.064	605.327	617.035	618.524
ENST00000613597	ENSG00000278558	194.143	197.093	194.966	184.389	195.853	197.304
ENST00000610959	ENSG00000274602	2252.124	2255.374	2253.05	2242.324	2254.013	2255.52
ENST00000619742	ENSG00000274602	1614.124	1617.374	1615.05	1604.324	1616.013	1617.52
ENST00000617243	ENSG00000274602	2167.124	2170.374	2168.05	2157.324	2169.013	2170.52
ENST00000618794	ENSG00000274602	2380.124	2383.374	2381.05	2370.324	2382.013	2383.52
ENST00000612579	ENSG00000274602	1530.124	1533.374	1531.05	1520.324	1532.013	1533.52
ENST00000612500	ENSG00000274602	1696.124	1699.374	1697.05	1686.324	1698.013	1699.52
ENST00000611748	ENSG00000274602	1733.124	1736.374	1734.05	1723.324	1735.013	1736.52
ENST00000616531	ENSG00000274602	387.124	390.394	388.064	377.327	389.035	390.524
ENST00000614296	ENSG00000274625	18.395	18.536	18.121	16.197	18.096	18.167
ENST00000410698	ENSG00000222630	133.567	135.871	134.257	124.982	134.768	135.762
ENST00000619918	ENSG00000275793	5932.124	5935.374	5933.05	5922.324	5934.013	5935.52
ENST00000611762	ENSG00000275362	150.71	153.419	151.67	141.702	152.25	153.37
ENST00000611186	ENSG00000278110	585.124	588.388	586.064	575.327	587.035	588.524
ENST00000611168	ENSG00000273907	661.124	664.388	662.064	651.327	663.035	664.524
ENST00000611403	ENSG00000273643	3422.124	3425.374	3423.05	3412.324	3424.013	3425.52
ENST00000619065	ENSG00000278008	3354.124	3357.374	3355.05	3344.324	3356.013	3357.52
ENST00000342888	ENSG00000182824	1686.124	1689.374	1687.05	1676.324	1688.013	1689.52
ENST00000611876	ENSG00000182824	1386.124	1389.374	1387.05	1376.324	1388.013	1389.52
ENST00000412448	ENSG00000197421	2167.124	2170.374	2168.05	2157.324	2169.013	2170.52
ENST00000453783	ENSG00000197421	1491.124	1494.374	1492.05	1481.324	1493.013	1494.52
ENST00000437537	ENSG00000239989	218.392	221.572	219.318	208.535	220.213	221.75
ENST00000445651	ENSG00000197421	196.103	199.029	196.891	186.302	197.779	199.249
ENST00000430306	ENSG00000197421	104.008	106.01	104.757	96.131	105.04	105.846
ENST00000428850	ENSG00000234764	572.124	575.388	573.064	562.327	574.035	575.524
ENST00000419447	ENSG00000161103	1895.124	1898.374	1896.05	1885.324	1897.013	1898.52
ENST00000342005	ENSG00000161103	1216.124	1219.374	1217.05	1206.324	1218.013	1219.52
ENST00000412938	ENSG00000161103	5747.124	5750.374	5748.05	5737.324	5749.013	5750.52
ENST00000416498	ENSG00000161103	187.481	190.319	188.313	177.688	189.143	190.546
ENST00000511549	ENSG00000215544	371.124	374.394	372.064	361.327	373.035	374.524
ENST00000614596	ENSG00000276095	362.124	365.394	363.064	352.327	364.043	365.524
ENST00000623570	ENSG00000279987	1008.124	1011.374	1009.05	998.324	1010.013	1011.52
ENST00000413981	ENSG00000183628	866.124	869.374	867.05	856.324	868.013	869.52
ENST00000331444	ENSG00000183628	1041.124	1044.374	1042.05	1031.324	1043.013	1044.52
ENST00000483718	ENSG00000183628	3072.124	3075.374	3073.05	3062.324	3074.013	3075.52
ENST00000427407	ENSG00000183628	1026.124	1029.374	1027.05	1016.324	1028.013	1029.52
ENST00000608842	ENSG00000183628	1664.124	1667.374	1665.05	1654.324	1666.013	1667.52
ENST00000480608	ENSG00000183628	1262.124	1265.374	1263.05	1252.324	1264.013	1265.52
ENST00000477156	ENSG00000183628	351.136	354.394	352.064	341.327	353.043	354.524
ENST00000436645	ENSG00000183628	639.124	642.388	640.064	629.327	641.035	642.524
ENST00000610940	ENSG00000100033	2232.124	2235.374	2233.05	2222.324	2234.013	2235.52
ENST00000491604	ENSG00000100033	2933.124	2936.374	2934.05	2923.324	2935.013	2936.52
ENST00000420436	ENSG00000100033	1861.124	1864.374	1862.05	1851.324	1863.013	1864.52
