gene_id	gene_name	HBRRep1	HBRRep2	HBRRep3	UHRRep1	UHRRep2	UHRRep3
ENSG00000100151	PICK1	1361.08500770763	1715.54947895924	1901.32016621089	1525.04744684446	980.660961695251	1620.26376996362
ENSG00000100154	TTC28	6483.71999748062	3765.11505698528	8309.94126809592	5260.76339182583	4267.98732889048	11625.52
ENSG00000100156	SLC16A8	504.124	1708.374	505.064	700.965716696851	555.035	700.965716696851
ENSG00000100162	CENPM	711.013287243895	648.388	794.058	635.787140331704	743.71507972345	746.419648250974
ENSG00000100167	SEPT3	3809.34806117422	3706.66990239858	3873.29634430309	4466.324	3642.15110577431	4479.52
ENSG00000100170	SLC5A1	4890.013	4890.013	4890.013	4890.013	4890.013	4890.013
ENSG00000100181	TPTEP1	4204.39048888212	2751.30449444483	3432.4474218909	3650.96490538259	2550.94455003049	3724.21790524873
ENSG00000100191	SLC5A4	1857.124	1860.374	1858.05	1847.324	1859.013	1860.52
ENSG00000100196	KDELR3	1555.124	761.388	798.058	1545.324	1418.97685479297	1558.52
ENSG00000100197	CYP2D6	1980.40485951972	2087.374	1615.64298459669	2074.324	2086.013	2087.52
ENSG00000100201	DDX17	4592.54101341334	4754.00448140643	4970.66895842053	4518.64677717723	4826.42586428967	4529.77966586041
ENSG00000100206	DMC1	198.818520408247	1912.374	826.256038083536	792.629975436303	2002.9638334229	637.969568702933
ENSG00000100207	TCF20	5389.75797471645	6611.42227133222	5525.46006460238	5725.44509196302	5946.40206127044	6664.34918180063
ENSG00000100209	HSCB	625.097974102067	567.080947122463	674.064	843.355494140126	765.131811389263	809.421765135204
ENSG00000100211	CBY1	945.124	887.655853076487	989.339641204936	676.45050199168	987.826899930762	853.796904481632
ENSG00000100216	TOMM22	1867.124	1369.62256047735	1360.99900832002	1364.75511560303	1253.39760874328	1652.08044818013
ENSG00000100218	RSPH14	514.682888378009	460.407781461931	409.953042430668	459.697525681272	459.697525681272	459.697525681272
ENSG00000100219	XBP1	1677.124	1686.01135518439	1586.15632870648	1535.92110569279	1615.4261108691	1481.76174281042
ENSG00000100220	RTCB	1701.51137248246	1559.12311993457	1732.05943743323	1685.52298476384	1690.41433667498	1786.45674834625
ENSG00000100221	JOSD1	3475.124	3201.1659437982	3476.05	3465.324	2142.82883169076	2166.7560015933
ENSG00000100225	FBXO7	1895.516456529	1917.89038808394	1984.92381200639	1789.53216026707	1817.3198441368	1891.73746270691
ENSG00000100226	GTPBP1	3043.74372010891	4119.753300204	2588.96713734599	3450.39569107433	3040.11114808486	3589.82232955135
ENSG00000100227	POLDIP3	3248.21823453447	3135.72022614337	3246.75400672002	3132.46281346006	3126.66693708576	3093.23078344797
ENSG00000100228	RAB36	1916.0687634855	3658.374	3656.05	3645.324	3657.013	3658.52
ENSG00000100234	TIMP3	4430.124	4433.374	4431.05	4420.324	4432.013	4433.52
ENSG00000100239	PPP6R2	3001.68970094735	2779.87251846245	3007.84041867754	2165.72667334164	2603.62593864576	2305.16369011876
ENSG00000100241	SBF1	4845.77153252256	5790.38511549729	5522.84401726203	5922.05326975028	5440.19683136439	4777.755250551
ENSG00000100242	SUN2	2554.97210753014	3172.71762697413	2633.62417787551	3245.04521985753	2539.79538080315	2555.09379331753
ENSG00000100243	CYB5R3	2141.03011341702	1750.56738133932	1924.36563517452	1878.56262866671	1637.42403653224	1887.43311897246
ENSG00000100246	DNAL4	1331.124	1334.374	1332.05	1321.324	1159.64515444139	1272.48299448253
ENSG00000100249	C22orf31	822.076	822.076	822.076	822.076	822.076	822.076
ENSG00000100253	MIOX	792.152531887641	792.152531887641	792.152531887641	838.324	792.152531887641	748.524
ENSG00000100258	LMF2	2409.124	2051.35355254968	2210.51096988341	1958.48023463556	1895.87191586514	2086.68814700196
ENSG00000100263	RHBDD3	950.455166109256	1047.58447390194	1089.02115565652	1098.99557955566	1169.9424031174	1112.76957104046
ENSG00000100266	PACSIN2	2718.94396522063	3065.09698008334	2763.73088335182	2951.2267957698	3078.013	2796.9363895874
ENSG00000100271	TTLL1	1472.124	1476.50313160317	1473.05	1462.324	1512.013	1475.52
ENSG00000100276	RASL10A	1014.65084654465	1320.374	1137.74045151362	1150.85054690326	1150.85054690326	1150.85054690326
ENSG00000100280	AP1B1	3841.16289328422	3812.23036031981	3697.07028236634	3781.46835987568	3838.0536210202	3871.72348754012
ENSG00000100281	HMGXB4	3109.03603877022	2449.96055575648	3261.7212563872	2358.64219655152	2029.6206218094	2930.96253283767
ENSG00000100284	TOM1	2040.70161490044	2094.7340322091	2048.89808451245	1914.22683767043	2002.40212349388	1993.86771909864
ENSG00000100285	NEFH	3610.124	3613.374	3611.05	3600.324	3612.013	3613.52
ENSG00000100288	CHKB	882.611440620319	972.458543980056	895.243819866009	955.276565485278	1286.37918965369	1141.73114300026
ENSG00000100290	BIK	779.798925199066	783.388	779.798925199066	770.327	782.035	783.524
ENSG00000100292	HMOX1	1181.42428788823	1652.374	1650.05	1639.324	1651.013	1438.78899641134
ENSG00000100294	MCAT	1108.54084892143	1434.333374888	900.811426189915	1489.47672007725	1166.91655386178	1641.09151492982
ENSG00000100296	THOC5	2205.05474921702	2683.4565546465	2104.81753946926	2530.34862502455	2382.02748144513	1881.67118625725
ENSG00000100297	MCM5	1319.38683471771	2276.95826421991	2726.01432049713	1599.13162203319	2881.63381354823	2111.94917790134
ENSG00000100298	APOBEC3H	567.67830952381	567.67830952381	567.67830952381	567.67830952381	567.67830952381	567.67830952381
ENSG00000100299	ARSA	1340.11531763528	1405.20421343542	1336.80203346108	1456.20871769815	1413.82877393815	1336.2714710567
ENSG00000100300	TSPO	636.48214989503	711.388	709.064	592.311605777679	646.566727838184	655.576555319608
ENSG00000100302	RASD2	3239.124	3242.374	3240.05	3229.324	3241.013	3242.52
ENSG00000100304	TTLL12	3060.3080951483	2659.11667733403	3092.69136362122	3075.51387786669	3128.17455382345	3201.96874832262
ENSG00000100307	CBX7	3335.07425474466	3250.83025266039	3231.2034342882	3722.94735719807	3727.53891873209	3008.46834125522
ENSG00000100311	PDGFB	2695.6831123611	3327.374	2405.02651341454	3314.324	3326.013	3327.52
ENSG00000100312	ACR	716.077583333333	716.077583333333	716.077583333333	716.077583333333	716.077583333333	716.077583333333
ENSG00000100314	CABP7	3086.124	3089.374	3087.05	3076.324	3088.013	3089.52
ENSG00000100316	RPL3	1152.70468638119	1170.50768469823	1158.36859422588	1139.27996399233	1163.29403991643	1140.36164548543
ENSG00000100319	ZMAT5	793.971113561438	808.205358559817	727.064	787.463235809532	843.228647259878	780.248440482611
ENSG00000100320	RBFOX2	3501.32105521241	3663.13372944342	3584.66640932094	3410.70165180146	3804.32105268667	3893.0879649799
ENSG00000100321	SYNGR1	3822.74181154405	3950.42993697511	3918.68316932044	2153.08986709772	1647.07743639498	2087.3029407364
ENSG00000100324	TAB1	2480.62525881203	2549.41727834249	2548.07716868522	2650.02549809514	3066.013	2537.71570183787
ENSG00000100325	ASCC2	2358.14214465253	1239.81983291301	1354.2550996726	1637.69048306624	2024.98985110321	1875.82151962208
ENSG00000100330	MTMR3	5897.42667147417	5699.87752843764	5343.77831999692	5871.88690808007	6525.79916273168	5382.36801658893
ENSG00000100335	MIEF1	4744.80064590818	4424.32957863074	1401.97965979463	4578.75492221356	4381.46272835605	3606.50066736049
ENSG00000100336	APOL4	2969.124	1655.374	2970.05	1289.23951625305	2971.013	2972.52
ENSG00000100341	PNPLA5	1827.124	1830.374	2365.05	2000.77201246059	2026.013	2000.77201246059
ENSG00000100342	APOL1	933.902867063103	1777.74790749492	2746.05	2186.0488954354	2751.15154746145	1841.85880806416
ENSG00000100344	PNPLA3	1587.03585657682	2052.374	2633.05	2079.85043175054	2107.77831120827	2295.77683939748
ENSG00000100345	MYH9	6054.85514881408	6549.99524918864	7329.05	6584.08273930352	6850.68340821422	6374.53777339549
ENSG00000100346	CACNA1I	9719.124	9640.13964383579	9640.72889003479	5769.324	9721.013	8728.33395110186
ENSG00000100347	SAMM50	1539.15909058475	1707.25964638363	1684.70306387187	1609.17019668193	1640.13852834155	1556.2375785899
ENSG00000100348	TXN2	867.825320222949	1227.80286201675	1307.69037275183	1365.84249702764	1108.45957620653	1134.98282363562
ENSG00000100350	FOXRED2	3647.16639883862	3124.99848857528	2540.80600224073	3297.25482201593	3323.01632327182	2763.16097043472
ENSG00000100351	GRAP2	3720.124	2285.94057303349	3721.05	1548.0999768831	1447.66008105585	2012.03788978583
ENSG00000100353	EIF3D	1982.124	1799.87682481717	1609.07436101041	1709.54684190795	1655.79688956901	1717.55560012361
ENSG00000100354	TNRC6B	10384.6175781466	10366.8368789761	11129.8187761136	7684.62680774971	12428.535534193	10199.27834487
ENSG00000100359	SGSM3	2074.99579891055	1841.08252072748	1514.46996137779	2194.28493227398	2138.0213201439	1779.77807198917
ENSG00000100360	IFT27	1554.40213605514	2158.57587947932	1598.45036330747	1033.64921476839	1699.9291945317	1750.61585072975
ENSG00000100362	PVALB	386.404105184871	395.835834672207	397.064	386.327	398.035	399.524
ENSG00000100364	KIAA0930	2897.0968258753	3036.80543805856	2642.87228531936	3399.44874384933	3118.62102223141	3330.60400455261
ENSG00000100365	NCF4	1468.124	1301.27324367201	734.064	1334.75558667005	1366.76900544817	1328.7901509846
ENSG00000100368	CSF2RB	4690.124	4693.374	4691.05	4680.324	4692.013	4247.53197776838
ENSG00000100372	SLC25A17	1256.2483155033	1744.6324489535	1666.47167240505	2082.35044135881	2067.67149688737	1880.03079973265
ENSG00000100373	UPK3A	874.14896225529	874.14896225529	874.14896225529	868.324	880.013	874.14896225529
ENSG00000100376	FAM118A	1422.91909700569	1008.15969470321	1438.79144551876	1578.77177279916	1179.53405144673	1577.180860924
ENSG00000100379	KCTD17	1247.24864060454	1229.2815268768	1131.74485276297	1051.58566957363	699.008051130017	1027.84552575104
ENSG00000100380	ST13	1713.16674081009	1482.84586372319	1621.01010149783	1666.01963742106	1542.92630780066	1583.89498615286
ENSG00000100385	IL2RB	3940.124	2832.13568354163	2832.13568354163	3930.324	3942.013	1053.90127156003
ENSG00000100387	RBX1	1037.39325464568	1082.99510935927	1031.09770968051	1034.54420199941	1006.82221352985	1028.44870549553
ENSG00000100393	EP300	7805.19030330158	4765.68580769402	4723.04518362003	5580.4350405791	5144.57814608355	6464.37592779369
ENSG00000100395	L3MBTL2	3149.73834137496	3058.87985519037	2921.82115754286	2796.03176026407	3452.87775179134	3229.11491659887
ENSG00000100399	CHADL	1284.32379969624	2363.374	2361.05	575.327	587.035	1193.37843018362
ENSG00000100401	RANGAP1	2660.4562526518	2754.75130942357	2763.70887106139	2728.57934950731	2826.47945342923	2926.59043594376
ENSG00000100403	ZC3H7B	5716.10434798943	5722.35677281704	5716.3235380682	5686.76418668919	5679.32401490097	5692.33856375334
ENSG00000100410	PHF5A	579.954031390393	916.374	914.05	903.324	915.013	916.52
ENSG00000100412	ACO2	2352.83471475493	2350.46387661036	2507.44001851022	2343.18317120145	2494.78798853727	2181.67850537132
ENSG00000100413	POLR3H	1900.63071101898	2539.15873296482	2224.46572880288	2601.72230974082	2779.0925933303	2847.42732215255
ENSG00000100416	TRMU	1445.66143822117	1418.50510925822	1382.48903596583	1457.31583011563	1426.46938931878	1516.29630791705
ENSG00000100417	PMM1	1108.56314321212	1132.0812750671	1255.625922448	1136.36549745257	1179.5108879677	1178.72189266714
ENSG00000100418	DESI1	3478.46729417057	3340.01269156245	3377.93030744953	2113.41779849539	2564.01619896715	3318.22436070201
ENSG00000100422	CERK	4277.124	4024.59578812657	3817.42621049561	4038.49188041183	3933.063078973	4019.71972489808
ENSG00000100425	BRD1	2452.99129977019	4253.17549623728	4302.69794599815	3242.21243870201	4272.56763934111	4185.79655289436
ENSG00000100426	ZBED4	6720.124	6723.374	6721.05	6710.324	6722.013	6723.52
ENSG00000100427	MLC1	3023.73085968429	3476.45496124705	3501.78632705206	1955.31544101419	3762.013	3763.52
ENSG00000100429	HDAC10	1138.94123679409	1052.094650674	941.584696870687	958.047915520879	1244.10876414559	1179.344804504
ENSG00000128159	TUBGCP6	4973.68851699934	5113.10565716324	5018.62842528619	4221.2043276245	4509.30979089919	4244.44960366075
ENSG00000128165	ADM2	4103.05321017818	4106.374	4104.05	4093.324	4105.013	4106.52
ENSG00000128185	DGCR6L	981.124	984.374	982.05	971.324	983.013	968.325340819743
ENSG00000128191	DGCR8	2649.57574856202	2011.29692961028	3086.44658983937	2316.56534483476	2686.28180734918	3260.51917389832
ENSG00000128203	ASPHD2	3184.124	3187.374	3185.05	3174.324	3186.013	3187.52
ENSG00000128218	VPREB3	333.524	333.524	333.524	333.524	333.524	333.524
ENSG00000128228	SDF2L1	692.124	695.388	693.064	682.327	694.035	695.524
ENSG00000128242	GAL3ST1	1067.42337487504	1738.374	1736.05	1452.324	362.043	1465.52
ENSG00000128245	YWHAH	1632.66152980218	1438.38288570052	1650.09717760876	1593.62361315892	1611.2365044654	1622.48758906802
ENSG00000128250	RFPL1	1323.0675	1323.0675	1323.0675	1323.0675	1323.0675	1323.0675
ENSG00000128253	RFPL2	1272.124	979.374	1228.37223522703	1152.39846030567	1152.39846030567	1152.39846030567
ENSG00000128254	C22orf24	526.250815331747	653.388	578.865610832949	385.327	526.250815331747	526.250815331747
ENSG00000128262	POM121L9P	4845.124	4848.374	4846.05	4846.64010061753	4847.013	4846.64010061753
ENSG00000128266	GNAZ	2926.17855733579	3060.20415749175	3161.05	2537.83251539429	3162.013	2421.29717294873
ENSG00000128268	MGAT3	4889.124	4006.81763514402	4890.05	4879.324	4891.013	4892.52
ENSG00000128271	ADORA2A	496.124	1749.54137989887	1605.74776085263	2447.324	2241.013	2242.52
ENSG00000128272	ATF4	1263.36792564616	1272.829284943	1270.64952525762	1261.32665958554	1288.14914313389	1287.08555873778
ENSG00000128274	A4GALT	1847.124	1850.374	1848.05	1621.36456541216	1383.93759860315	1433.17822861322
ENSG00000128276	RFPL3	1178.0675	1178.0675	1178.0675	1178.0675	1178.0675	1178.0675
ENSG00000128283	CDC42EP1	2008.124	1715.21872790797	1867.06030377196	1998.324	2010.013	1948.8603578726
ENSG00000128284	APOL3	1944.124	2044.374	1284.70834455608	1016.65914271631	1754.26486433878	1228.30224942548
ENSG00000128285	MCHR1	2678.124	2466.30777551433	2679.05	2184.72751573519	2680.013	1049.52
ENSG00000128294	TPST2	2303.32781767001	2819.24471758348	1683.44919551529	2105.094656696	2879.96727039357	2346.23076617341
ENSG00000128298	BAIAP2L2	1555.37700670439	1055.8435272393	1893.05	1216.51759806122	1975.013	1895.52
ENSG00000128309	MPST	1705.08565172012	1333.33056927285	1614.87946797229	1430.64514578282	1427.44403568	1373.03091344248
ENSG00000128310	GALR3	985.531382377041	985.531382377041	985.05	985.531382377041	986.013	985.531382377041
ENSG00000128311	TST	975.710760869136	1123.85649968371	976.729819201551	972.445564272516	980.579605107063	1073.93797393579
ENSG00000128313	APOL5	1265.0675	1265.0675	1265.0675	1265.0675	1265.0675	1265.0675
ENSG00000128322	IGLL1	546.524	546.524	546.524	546.524	546.524	546.524
ENSG00000128335	APOL2	1663.29316858914	1482.88292735101	1793.63280042692	1631.57975962438	1743.06239530457	1585.81369873633
ENSG00000128340	RAC2	1309.124	1312.374	1310.05	1279.34107072598	1232.01001258588	1229.56372874854
ENSG00000128342	LIF	3796.124	3799.374	3797.05	3101.23266365805	3798.013	3799.52
ENSG00000128346	C22orf23	1344.124	1347.374	1343.86193908936	1334.324	1346.013	1347.52
ENSG00000128383	APOBEC3A	814.443733333333	814.443733333333	814.443733333333	814.443733333333	814.443733333333	814.443733333333
ENSG00000128394	APOBEC3F	397.124	446.394	742.588512997241	2511.324	452.015484809531	1122.12332975517
ENSG00000128408	RIBC2	993.584113855026	1309.374	1307.05	812.299217935297	1308.013	532.524
