tx	gene_id	HBRRep1	HBRRep2	HBRRep3	UHRRep1	UHRRep2	UHRRep3
ENST00000619172	ENSG00000274044	0	0	0	0	0	0
ENST00000618517	ENSG00000274044	0	0	0	0	0	0
ENST00000613790	ENSG00000274044	0	0	0	0	0	0
ENST00000615974	ENSG00000274044	0	0	0	0	0	0
ENST00000622906	ENSG00000276874	0	0	0	0	0	0
ENST00000612861	ENSG00000275060	0	0	0	0	0	0
ENST00000614584	ENSG00000277017	0	0	0	0	0	0
ENST00000615181	ENSG00000277870	0	0	0	0	0	0
ENST00000624459	ENSG00000277870	0	0	0	0	0	0
ENST00000620909	ENSG00000277017	0	0	0	0	0	0
ENST00000624001	ENSG00000277870	0	0	0	0	0	0
ENST00000621762	ENSG00000278044	0	0	0	0	0	0
ENST00000619998	ENSG00000274252	0	0	0	0	0	0
ENST00000618466	ENSG00000275319	0	0	0	0	1	0
ENST00000359859	ENSG00000277690	0	0	0	0	0	0
ENST00000612978	ENSG00000278558	0	0	0	0	1.173	0
ENST00000614395	ENSG00000278558	0	2.383	2.817	0	0	0
ENST00000620199	ENSG00000278558	2.703	0	1	1	0	0
ENST00000613577	ENSG00000278558	0	0	0	0	0	0
ENST00000621725	ENSG00000278558	0	0	0	0	0	0
ENST00000618859	ENSG00000278558	0	0	0	0	0	3.27
ENST00000613597	ENSG00000278558	0	0	0	0	0	0
ENST00000610959	ENSG00000274602	3.379	10.257	4.451	64.254	18.342	28.248
ENST00000619742	ENSG00000274602	7.273	0	7.692	0	24.867	0
ENST00000617243	ENSG00000274602	0	0	16.645	23.389	13.534	17.942
ENST00000618794	ENSG00000274602	11.334	6.804	0	0	5.359	15.094
ENST00000612579	ENSG00000274602	0	0	0	0	0	0
ENST00000612500	ENSG00000274602	2.033	0	0	6.673	0	0
ENST00000611748	ENSG00000274602	0	0	0	0	0	2.773
ENST00000616531	ENSG00000274602	0	0	1.069	0	2	2.139
ENST00000614296	ENSG00000274625	0	0	0	0	0	0
ENST00000410698	ENSG00000222630	0	0	0	0	0	0
ENST00000619918	ENSG00000275793	1	3.471	6	7.373	12.363	12.179
ENST00000611762	ENSG00000275362	0	0	0	0	0	0
ENST00000611186	ENSG00000278110	0	0	0	0	0	0
ENST00000611168	ENSG00000273907	0	0	0	0	0	0
ENST00000611403	ENSG00000273643	0	0	0	0	0	0
ENST00000619065	ENSG00000278008	0	0	0	0	1	0
ENST00000342888	ENSG00000182824	0	0	0	0	1	0
ENST00000611876	ENSG00000182824	0	0	0	0	1	0
ENST00000412448	ENSG00000197421	0	0	0	0	0	0
ENST00000453783	ENSG00000197421	0	0	0	0	0	1.015
ENST00000437537	ENSG00000239989	0	0	0	0	0	0
ENST00000445651	ENSG00000197421	0	0	0	0	0	0
ENST00000430306	ENSG00000197421	0	0	0	0	0	0
ENST00000428850	ENSG00000234764	0	0	0	3	0	0
ENST00000419447	ENSG00000161103	0	0	0	0	0	0
ENST00000342005	ENSG00000161103	0	0	0	0	0	0
ENST00000412938	ENSG00000161103	0	0	0	0	3.752	1
ENST00000416498	ENSG00000161103	0	0	0	0	0	0
ENST00000511549	ENSG00000215544	0	0	0	0	0	0
ENST00000614596	ENSG00000276095	0	0	0	0	0	0
ENST00000623570	ENSG00000279987	0	0	0	0	0	0
ENST00000413981	ENSG00000183628	0	0	0	0	7.48	0
ENST00000331444	ENSG00000183628	24.857	31.345	15.974	5.892	0	10.822
ENST00000483718	ENSG00000183628	18.271	28.333	15.128	0	2.662	2.533
ENST00000427407	ENSG00000183628	0	4.586	0	6.753	0	0
ENST00000608842	ENSG00000183628	20.289	18.415	15.024	3.257	4	1.072
ENST00000480608	ENSG00000183628	0	0	24.362	0	0	0
ENST00000477156	ENSG00000183628	0	2	0	0	0	0
ENST00000436645	ENSG00000183628	0	0	0	0	0	0
ENST00000610940	ENSG00000100033	0	0	0	0	6.693	0
ENST00000491604	ENSG00000100033	18.452	0	0	8.686	0	7.645
ENST00000420436	ENSG00000100033	0	0	0	0	0	0
ENST00000313755	ENSG00000100033	33.809	0	34.627	9.642	7.865	18.756
ENST00000429300	ENSG00000100033	11.893	17.927	19.158	1.593	0	1.722
ENST00000482858	ENSG00000100033	0	40.008	24.799	0	0	0
ENST00000334029	ENSG00000100033	33.193	57.138	38.375	16.159	0	6.386
ENST00000357068	ENSG00000100033	0	0	0	0	0	0
ENST00000609229	ENSG00000100033	3.26	11.57	17.34	5.486	11.31	6.491
ENST00000446371	ENSG00000100033	0	0	0	0	0	0
ENST00000438924	ENSG00000100033	0	0	0	0	0	0
ENST00000399694	ENSG00000100033	0	0	0	0	0	0
ENST00000450579	ENSG00000100033	0	0	0	0	0	0
ENST00000457083	ENSG00000100033	1.395	0	0	0	0	0
ENST00000496625	ENSG00000100033	7.999	7.359	6.701	4.434	2.133	3
ENST00000623496	ENSG00000279560	0	0	0	0	0	0
ENST00000624224	ENSG00000280418	0	1	0	0	0	0
ENST00000438934	ENSG00000237517	136.963	168.593	136.075	8	5	6
ENST00000440005	ENSG00000283406	15.771	16.306	18.863	0	0	0
ENST00000421572	ENSG00000237517	1.266	0	0	0	0	0
ENST00000636418	ENSG00000283583	0	0	0	0	0	0
ENST00000399539	ENSG00000237517	0	4.101	2.062	0	0	1
ENST00000604539	ENSG00000271275	0	0	0	0	0	0
ENST00000424407	ENSG00000283366	4	4	3	0	0	0
ENST00000637415	ENSG00000283366	0	0	0	0	0	0
ENST00000609630	ENSG00000273032	39	41	36	3	0	3
ENST00000603208	ENSG00000270393	0	1	0	1	0	2
ENST00000609839	ENSG00000273164	3	2	2	0	0	0
ENST00000481698	ENSG00000241527	0	0	0	0	1	0
ENST00000537045	ENSG00000070413	0	0	0	0	0	0
ENST00000545799	ENSG00000070413	0	0	17.388	0	0	0
ENST00000389262	ENSG00000070413	39.06	31.458	21.197	4.61	19.736	12.215
ENST00000263196	ENSG00000070413	253.961	304.512	253.943	280.219	130.708	237.12
ENST00000467659	ENSG00000070413	2.292	2.128	5.831	10.717	2.196	12.666
ENST00000384012	ENSG00000206739	0	0	0	0	0	0
ENST00000609958	ENSG00000273311	4	10	11	17	6	14
ENST00000608548	ENSG00000070413	0	0	3.641	0	5.36	0
ENST00000412461	ENSG00000237347	0	0	0	0	0	0
ENST00000473832	ENSG00000070413	1.687	1.902	0	1.454	0	0
ENST00000629517	ENSG00000281530	2	0	4	2	2	4
ENST00000456035	ENSG00000223461	0	0	0	0	0	0
ENST00000609936	ENSG00000272682	0	0	0	0	1	0
ENST00000450724	ENSG00000231086	0	0	0	0	1	1
ENST00000252137	ENSG00000100056	33.662	22.898	23.496	21.511	11.739	20.849
ENST00000399635	ENSG00000206203	0	0	0	0	0	1
ENST00000434568	ENSG00000100056	0	28.102	12.504	41.053	18.243	35.449
ENST00000472073	ENSG00000100056	11.338	0	0	13.436	9.018	7.702
ENST00000469466	ENSG00000100056	0	0	0	0	0	0
ENST00000086933	ENSG00000063515	0	0	0	0	0	0
ENST00000565162	ENSG00000260924	3	1	2	10	6	9
ENST00000215882	ENSG00000100075	0	38.023	30.062	185.779	119.267	168.4
ENST00000451283	ENSG00000100075	28	0	0	19.221	0	35.047
ENST00000470922	ENSG00000100075	0	4.977	0	0	3.733	0
ENST00000461267	ENSG00000100075	0	0	1.938	0	0	1.552
ENST00000468824	ENSG00000100075	0	0	0	0	0	0
ENST00000621271	ENSG00000070371	23.846	25.554	0	0	0	0
ENST00000427926	ENSG00000070371	0	0	0	58.1	33.228	44.426
ENST00000412649	ENSG00000070371	2.154	2.313	3.107	6.685	7.621	10.422
ENST00000622493	ENSG00000070371	0	0	0	0	0	0
ENST00000617926	ENSG00000070371	0	0	0	0	0	0
ENST00000615606	ENSG00000070371	0	5.132	0	13.644	6.151	0
ENST00000617103	ENSG00000070371	0	0	23.597	0	0	10.153
ENST00000538828	ENSG00000070371	0	0	0	0	0	0
ENST00000611723	ENSG00000070371	0	0	0	1.302	0	0
ENST00000458188	ENSG00000070371	0	0	0	1.269	0	0
ENST00000540896	ENSG00000070371	0	0	0	0	1	0
ENST00000433141	ENSG00000230194	0	0	1	0	1	0
ENST00000516131	ENSG00000251940	0	0	0	0	0	0
ENST00000449918	ENSG00000070371	0	0	1.296	0	0	0
ENST00000446618	ENSG00000233471	0	0	0	0	0	0
ENST00000340170	ENSG00000100084	0	0	0	0	0	0
ENST00000263208	ENSG00000100084	71	85.416	53	182.479	116.901	147
ENST00000509549	ENSG00000242259	0	0	0	5.584	18.744	0
ENST00000463821	ENSG00000244296	0	0	0	0	0	0
ENST00000464189	ENSG00000100084	0	1.584	0	0	1.467	0
ENST00000452818	ENSG00000100084	0	0	0	0	0	0
ENST00000333130	ENSG00000185608	17.666	4.612	13.954	46.788	29.186	28.54
ENST00000443660	ENSG00000185608	9.334	28.388	15.046	52.62	33.814	52.32
ENST00000471259	ENSG00000185608	0	0	0	2.592	0	2.141
ENST00000399568	ENSG00000242259	11.694	15.404	16	16.674	29.601	30
ENST00000542103	ENSG00000242259	0	0	0	0	0	0
ENST00000399562	ENSG00000242259	37.659	43.811	37.601	58.47	53.287	43.766
ENST00000611555	ENSG00000242259	0	0	0	0	0	0
ENST00000333059	ENSG00000242259	14.647	13.785	17.399	19.794	0	15.234
ENST00000431090	ENSG00000185065	3	4	1	1	6	2
ENST00000263202	ENSG00000070010	15.441	9.645	1.853	59.328	43.57	49.088
ENST00000459854	ENSG00000070010	24.398	36.748	29.513	97.82	72.803	66.899
ENST00000399523	ENSG00000070010	0	18.281	16.445	62.233	39.042	41.833
ENST00000466373	ENSG00000070010	2.161	0	4.189	9.22	7.187	7.54
ENST00000607934	ENSG00000273300	0	0	0	1	0	1
ENST00000447868	ENSG00000070010	0	0	0	0	0	0
ENST00000608816	ENSG00000273212	0	0	0	0	0	1
ENST00000421968	ENSG00000070010	0	0	0	0	0	0
ENST00000484101	ENSG00000070010	0	0	0	3.999	0	1.978
ENST00000489406	ENSG00000070010	0	1.326	0	4.4	2.286	5.663
ENST00000494054	ENSG00000070010	0	0	0	0	0	0
ENST00000474226	ENSG00000070010	0	0	0	0	1.112	0
ENST00000407835	ENSG00000093009	0	0	0	0	0	0
ENST00000438587	ENSG00000093009	0	0	0	7.355	0	9.367
ENST00000455750	ENSG00000093009	0	0	0	0	0	0
ENST00000491520	ENSG00000093009	0	0	0	2.62	1.221	5.238
ENST00000263201	ENSG00000093009	0	0	0	145.646	112.942	116.363
ENST00000437685	ENSG00000093009	0	0	0	5.561	0	14.856
ENST00000483431	ENSG00000093009	0	0	0	0	0	0
ENST00000404724	ENSG00000093009	0	0	0	5.278	0	11.19
ENST00000487669	ENSG00000093009	0	0	0	9.162	0	0
ENST00000428937	ENSG00000093009	0	0	0	0	0	0
ENST00000471470	ENSG00000093009	0	0	0	3.747	2.019	1.986
ENST00000493724	ENSG00000093009	0	0	0	1.633	1.817	0
ENST00000406028	ENSG00000184113	0	0	0	0	0	0
ENST00000618236	ENSG00000184113	49.231	62.05	44.383	0	0	0
ENST00000403084	ENSG00000184113	2.315	5.481	5.799	0	1	0
ENST00000413119	ENSG00000184113	8.454	17.469	5.818	0	0	0
ENST00000629028	ENSG00000281548	0	0	0	0	0	0
ENST00000420012	ENSG00000230485	0	0	0	0	0	0
ENST00000452326	ENSG00000225007	0	0	0	0	0	0
ENST00000622227	ENSG00000184702	0	0	0	0	0	0
ENST00000455784	ENSG00000184702	294.467	302.888	386.966	61.891	61.867	25.284
ENST00000406395	ENSG00000184702	0	0	0	0	0	0
ENST00000406172	ENSG00000184702	3.414	0	0	0	0	0
ENST00000412544	ENSG00000184702	0	21.562	40.646	0	8.923	0
ENST00000455843	ENSG00000184702	37.07	36.036	33.703	4.735	4.134	0
ENST00000431124	ENSG00000184702	0	0	0	0	0	0
ENST00000490204	ENSG00000184702	0	0	0	0	0	0
ENST00000383045	ENSG00000184702	54.5	126.393	48.521	19.466	0	0
