Module	Section	Sample Name	Source
RSeQC	bam_stat	HBRRep1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/66/HBRRep1.bam_stat.txt
RSeQC	bam_stat	UHRRep1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/67/UHRRep1.bam_stat.txt
RSeQC	bam_stat	UHRRep2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/63/UHRRep2.bam_stat.txt
Samtools	stats	UHRRep2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/128/UHRRep2.sorted.bam.stats
Samtools	stats	HBRRep1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/147/HBRRep1.markdup.sorted.bam.stats
Samtools	stats	UHRRep3	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/146/UHRRep3.markdup.sorted.bam.stats
Samtools	stats	HBRRep2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/148/HBRRep2.markdup.sorted.bam.stats
Samtools	stats	HBRRep3	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/144/HBRRep3.markdup.sorted.bam.stats
Samtools	stats	UHRRep1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/145/UHRRep1.markdup.sorted.bam.stats
Samtools	flagstat	HBRRep1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/140/HBRRep1.markdup.sorted.bam.flagstat
Samtools	flagstat	HBRRep2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/142/HBRRep2.markdup.sorted.bam.flagstat
Samtools	flagstat	UHRRep1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/91/UHRRep1.sorted.bam.flagstat
Samtools	flagstat	UHRRep2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/90/UHRRep2.sorted.bam.flagstat
Samtools	flagstat	HBRRep3	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/92/HBRRep3.sorted.bam.flagstat
Samtools	flagstat	UHRRep3	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/141/UHRRep3.markdup.sorted.bam.flagstat
Samtools	idxstats	UHRRep3	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/135/UHRRep3.markdup.sorted.bam.idxstats
Samtools	idxstats	UHRRep2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/102/UHRRep2.sorted.bam.idxstats
Samtools	idxstats	HBRRep2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/101/HBRRep2.sorted.bam.idxstats
Samtools	idxstats	UHRRep1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/103/UHRRep1.sorted.bam.idxstats
Samtools	idxstats	HBRRep1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/133/HBRRep1.markdup.sorted.bam.idxstats
Samtools	idxstats	HBRRep3	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/104/HBRRep3.sorted.bam.idxstats
STAR	SummaryLog	UHRRep1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/44/UHRRep1.Log.final.out
STAR	SummaryLog	UHRRep3	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/40/UHRRep3.Log.final.out
STAR	SummaryLog	HBRRep2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/43/HBRRep2.Log.final.out
STAR	SummaryLog	HBRRep1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/39/HBRRep1.Log.final.out
STAR	SummaryLog	UHRRep2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/41/UHRRep2.Log.final.out
STAR	SummaryLog	HBRRep3	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/42/HBRRep3.Log.final.out
FastQC (raw)	all_sections	HBRRep3_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/13/HBRRep3_raw_1_fastqc.zip
FastQC (raw)	all_sections	HBRRep1_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/4/HBRRep1_raw_2_fastqc.zip
FastQC (raw)	all_sections	UHRRep3_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/10/UHRRep3_raw_2_fastqc.zip
FastQC (raw)	all_sections	HBRRep3_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/14/HBRRep3_raw_2_fastqc.zip
FastQC (raw)	all_sections	HBRRep2_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/11/HBRRep2_raw_1_fastqc.zip
FastQC (raw)	all_sections	UHRRep3_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/9/UHRRep3_raw_1_fastqc.zip
FastQC (raw)	all_sections	UHRRep2_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/5/UHRRep2_raw_1_fastqc.zip
FastQC (raw)	all_sections	UHRRep2_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/6/UHRRep2_raw_2_fastqc.zip
FastQC (raw)	all_sections	HBRRep1_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/3/HBRRep1_raw_1_fastqc.zip
FastQC (raw)	all_sections	UHRRep1_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/8/UHRRep1_raw_2_fastqc.zip
FastQC (raw)	all_sections	UHRRep1_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/7/UHRRep1_raw_1_fastqc.zip
FastQC (raw)	all_sections	HBRRep2_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/12/HBRRep2_raw_2_fastqc.zip
Cutadapt	all_sections	HBRRep3_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/28/HBRRep3_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	UHRRep3_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/24/UHRRep3_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	UHRRep1_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/20/UHRRep1_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	UHRRep3_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/23/UHRRep3_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HBRRep2_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/32/HBRRep2_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HBRRep3_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/27/HBRRep3_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HBRRep2_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/31/HBRRep2_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HBRRep1_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/15/HBRRep1_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	HBRRep1_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/16/HBRRep1_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	UHRRep2_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/35/UHRRep2_trimmed_1.fastq.gz_trimming_report.txt
Cutadapt	all_sections	UHRRep2_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/36/UHRRep2_trimmed_2.fastq.gz_trimming_report.txt
Cutadapt	all_sections	UHRRep1_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/19/UHRRep1_trimmed_1.fastq.gz_trimming_report.txt
FastQC (trimmed)	all_sections	HBRRep2_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/33/HBRRep2_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	UHRRep3_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/25/UHRRep3_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	HBRRep1_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/18/HBRRep1_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	HBRRep2_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/34/HBRRep2_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	UHRRep2_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/38/UHRRep2_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	UHRRep2_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/37/UHRRep2_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	UHRRep3_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/26/UHRRep3_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	HBRRep1_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/17/HBRRep1_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	HBRRep3_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/29/HBRRep3_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	UHRRep1_1	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/21/UHRRep1_trimmed_1_val_1_fastqc.zip
FastQC (trimmed)	all_sections	HBRRep3_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/30/HBRRep3_trimmed_2_val_2_fastqc.zip
FastQC (trimmed)	all_sections	UHRRep1_2	/home/ash022/rnaseq_nextflow/work/87/7438735532de1ceb4992a6942dd98d/22/UHRRep1_trimmed_2_val_2_fastqc.zip
