task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
32	16/d415b1	31344	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (HBRRep3)	CACHED	0	2024-10-17 13:54:37.480	20.6s	18s	145.6%	2.6 GB	6.6 GB	815.5 MB	282.8 MB
31	b3/556b24	25728	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (UHRRep1)	CACHED	0	2024-10-17 13:54:14.327	24.8s	22s	209.1%	2.8 GB	6.6 GB	1019.6 MB	496 MB
33	fa/de872f	31479	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (HBRRep2)	CACHED	0	2024-10-17 13:54:38.526	19.5s	18s	160.5%	2.7 GB	6.5 GB	846.7 MB	315.4 MB
36	21/a69259	25819	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (UHRRep2)	CACHED	0	2024-10-17 13:54:14.541	22.9s	21s	167.8%	2.6 GB	6.6 GB	885.9 MB	353.9 MB
34	a8/3f0567	25630	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (UHRRep3)	CACHED	0	2024-10-17 13:54:13.713	24.8s	22s	181.2%	2.7 GB	6.6 GB	932.8 MB	405.3 MB
37	c2/dc71fc	9559	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (HBRRep1)	CACHED	0	2024-10-17 13:55:16.722	2.4s	1s	350.5%	41.7 MB	5 GB	39 MB	35.7 MB
39	2c/f36441	4709	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (UHRRep3)	CACHED	0	2024-10-17 13:54:58.210	4.6s	1s	344.7%	37.1 MB	5 GB	64.2 MB	59.4 MB
41	f8/c5369e	4586	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (UHRRep2)	CACHED	0	2024-10-17 13:54:58.048	5s	1s	353.2%	39.7 MB	5 GB	57.7 MB	53.6 MB
38	7a/20eed2	9629	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (HBRRep1)	CACHED	0	2024-10-17 13:55:17.155	6.5s	4s	195.0%	1 GB	1.3 GB	53.3 MB	327 KB
40	d1/f59507	5487	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (UHRRep3)	CACHED	0	2024-10-17 13:55:02.835	7.7s	6s	223.0%	1.1 GB	1.4 GB	64.7 MB	328.1 KB
42	44/ef9af3	4650	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (UHRRep2)	CACHED	0	2024-10-17 13:54:58.126	8.1s	5s	220.8%	1.1 GB	1.4 GB	59.4 MB	327.9 KB
50	5e/e9a155	5579	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (UHRRep1)	CACHED	0	2024-10-17 13:55:03.033	2.7s	1s	375.1%	39.7 MB	4.9 GB	78.6 MB	72.7 MB
52	c3/0b1914	5602	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (UHRRep3)	CACHED	0	2024-10-17 13:55:03.045	2.3s	0ms	129.2%	6.5 MB	219.3 MB	27.5 MB	47.7 KB
49	65/1e0387	6512	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (UHRRep1)	CACHED	0	2024-10-17 13:55:05.784	8.8s	6s	261.3%	1.1 GB	1.4 GB	70.9 MB	328.6 KB
48	ce/25905a	7590	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (HBRRep2)	CACHED	0	2024-10-17 13:55:08.959	7.8s	6s	196.5%	1.1 GB	1.4 GB	57.1 MB	327.5 KB
51	bc/3cbafe	6405	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (UHRRep2)	CACHED	0	2024-10-17 13:55:05.337	2.1s	0ms	122.0%	6.6 MB	219.3 MB	25 MB	47.9 KB
44	63/2c84a5	8116	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (HBRRep3)	CACHED	0	2024-10-17 13:55:10.578	6.7s	5s	208.0%	1 GB	1.3 GB	54.8 MB	327 KB
46	5a/c295cc	6673	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (HBRRep2)	CACHED	0	2024-10-17 13:55:06.247	2.7s	1s	351.7%	43.8 MB	5 GB	47.3 MB	43.3 MB
43	60/20b625	9073	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (HBRRep3)	CACHED	0	2024-10-17 13:55:14.617	2.5s	1s	354.0%	40.3 MB	5 GB	42.6 MB	39 MB
45	9a/ccac0c	10620	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (HBRRep1)	CACHED	0	2024-10-17 13:55:19.873	1.9s	0ms	110.1%	6.6 MB	219.3 MB	16.4 MB	44.3 KB
53	03/febad3	10336	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (UHRRep2)	CACHED	0	2024-10-17 13:55:19.139	20.8s	16s	239.9%	4.7 GB	19.1 GB	76.9 MB	26.3 MB
47	44/6fe045	20652	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (HBRRep1)	CACHED	0	2024-10-17 13:55:47.486	16.7s	12s	262.7%	4.6 GB	19.1 GB	59.7 MB	17.5 MB
54	c7/9bc450	9670	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (UHRRep3)	CACHED	0	2024-10-17 13:55:17.234	22.2s	17s	232.7%	4.8 GB	19 GB	81.9 MB	28.9 MB
55	e3/11919e	7136	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (UHRRep1)	CACHED	0	2024-10-17 13:55:07.459	2.4s	1s	128.0%	6.5 MB	219.3 MB	33.6 MB	47.4 KB
56	9d/ef2225	7883	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (HBRRep2)	CACHED	0	2024-10-17 13:55:09.859	2.1s	1s	124.9%	6.6 MB	219.3 MB	19.8 MB	44.2 KB
59	79/14daa1	9684	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (HBRRep3)	CACHED	0	2024-10-17 13:55:17.242	2.6s	1s	104.7%	6.6 MB	219.3 MB	17.9 MB	44.3 KB
57	7c/2cbde9	12103	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (UHRRep1)	CACHED	0	2024-10-17 13:55:23.697	23.8s	20s	233.3%	5.3 GB	19 GB	94.1 MB	35.3 MB
71	5b/15a867	18138	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (HBRRep3)	CACHED	0	2024-10-17 13:55:39.903	21.2s	15s	224.9%	4.5 GB	19 GB	62.7 MB	19.1 MB
58	2b/7ac1d4	17949	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (HBRRep2)	CACHED	0	2024-10-17 13:55:39.462	21.3s	15s	235.2%	4.7 GB	19 GB	66.6 MB	21.1 MB
60	eb/bccf77	31552	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (UHRRep2)	CACHED	0	2024-10-17 13:56:17.952	16.8s	12s	235.6%	1.1 GB	17.3 GB	99.1 MB	32.4 MB
77	74/0c3abf	25041	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (UHRRep3)	CACHED	0	2024-10-17 13:56:00.736	25.2s	15s	210.3%	873 MB	17.7 GB	106 MB	36.7 MB
62	82/33c0d3	17636	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (HBRRep1)	CACHED	0	2024-10-17 13:57:03.556	13.2s	11s	258.3%	787.9 MB	17.2 GB	79.9 MB	22 MB
64	73/a202f6	30113	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (UHRRep2)	CACHED	0	2024-10-17 13:56:14.292	3.7s	2s	152.2%	87.5 MB	520.2 MB	59.3 MB	11.8 MB
67	dd/e86335	16688	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (HBRRep1)	CACHED	0	2024-10-17 13:57:00.717	3.4s	2s	158.4%	110.7 MB	516.8 MB	50.3 MB	11.5 MB
76	9f/0bf696	25122	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (UHRRep3)	CACHED	0	2024-10-17 13:56:01.157	6.5s	0ms	122.3%	6.6 MB	219.3 MB	28.4 MB	47.7 KB
69	ed/1bf6ef	28212	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (UHRRep3)	CACHED	0	2024-10-17 13:56:10.243	4s	2s	149.5%	255.9 MB	683.7 MB	61.9 MB	11.8 MB
65	3c/b34f0a	27274	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (UHRRep2)	CACHED	0	2024-10-17 13:56:07.651	3.3s	1s	115.3%	6.5 MB	219.3 MB	25.8 MB	48.4 KB
81	6f/a2250d	4594	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (UHRRep1)	CACHED	0	2024-10-17 13:56:30.924	19.5s	15s	213.4%	934.6 MB	17.5 GB	120.9 MB	45.2 MB
66	1c/25895b	4406	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (HBRRep1)	CACHED	0	2024-10-17 13:56:30.327	2.5s	1s	120.8%	6.6 MB	219.3 MB	17 MB	44.3 KB
82	2f/d429ff	5368	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (UHRRep1)	CACHED	0	2024-10-17 13:56:32.791	5s	2s	151.0%	147.9 MB	528.3 MB	68.2 MB	11.9 MB
78	b8/50654d	1024	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (HBRRep1)	CACHED	0	2024-10-17 13:56:21.584	3.9s	1.5s	106.0%	397.9 MB	3.4 GB	19 MB	4 MB
70	1e/966125	1070	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (HBRRep1)	CACHED	0	2024-10-17 13:56:21.828	4.2s	1.8s	108.0%	398.5 MB	3.4 GB	19.4 MB	5 MB
83	c5/99a574	28890	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (UHRRep1)	CACHED	0	2024-10-17 13:56:11.921	5.2s	2.3s	106.8%	396.6 MB	3.4 GB	37.8 MB	6.3 MB
79	ee/9fc9fd	24930	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (UHRRep3)	CACHED	0	2024-10-17 13:56:00.526	7s	1.8s	105.1%	399.7 MB	3.4 GB	31 MB	5.2 MB
75	a2/a92d32	23114	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (UHRRep3)	CACHED	0	2024-10-17 13:55:53.501	7s	2.7s	105.2%	400.5 MB	3.4 GB	31.4 MB	6.1 MB
68	bc/32cfca	25145	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (UHRRep2)	CACHED	0	2024-10-17 13:56:01.165	6.7s	2.2s	109.5%	397.2 MB	3.4 GB	28.7 MB	5.9 MB
73	32/a5aa16	27199	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (UHRRep2)	CACHED	0	2024-10-17 13:56:07.568	4.3s	1.8s	106.3%	399.3 MB	3.4 GB	28.3 MB	5.1 MB
84	d1/282df2	31378	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (HBRRep3)	CACHED	0	2024-10-17 13:56:17.205	4.4s	1.6s	108.3%	399.5 MB	3.4 GB	20.7 MB	4.4 MB
88	26/3b03a1	2879	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (UHRRep1)	CACHED	0	2024-10-17 13:56:26.307	3.3s	0ms	127.5%	6.4 MB	219.3 MB	34.7 MB	47.3 KB
85	02/5f11d2	12992	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (HBRRep3)	CACHED	0	2024-10-17 13:56:52.368	4.4s	2s	160.5%	105 MB	525.5 MB	51.8 MB	11.5 MB
86	69/8212f0	12124	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (HBRRep3)	CACHED	0	2024-10-17 13:56:50.443	14.8s	11s	245.9%	924.6 MB	17.1 GB	83.5 MB	24.1 MB
87	68/68a8a6	28553	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (UHRRep1)	CACHED	0	2024-10-17 13:56:11.006	6s	2.7s	106.4%	401.7 MB	3.4 GB	38.3 MB	7.3 MB
89	5e/6e115e	4197	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (HBRRep3)	CACHED	0	2024-10-17 13:56:29.601	2.5s	0ms	121.4%	6.5 MB	219.3 MB	18.5 MB	44.3 KB
93	20/fbcce0	11263	NFCORE_RNASEQ:RNASEQ:QUALIMAP_RNASEQ (HBRRep2)	CACHED	0	2024-10-17 13:56:48.213	15.3s	12s	236.5%	1020 MB	17.5 GB	88.3 MB	26.8 MB
97	69/a0d070	31239	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (HBRRep2)	CACHED	0	2024-10-17 13:56:17.001	4.3s	1.7s	108.1%	397.9 MB	3.4 GB	22.9 MB	4.8 MB
95	80/f17c89	3590	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (HBRRep2)	CACHED	0	2024-10-17 13:56:28.269	2.1s	0ms	123.9%	6.6 MB	219.3 MB	20.5 MB	44.2 KB
90	72/bec7cf	10117	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (HBRRep2)	CACHED	0	2024-10-17 13:56:44.376	3.8s	2s	159.7%	151.7 MB	571 MB	53.9 MB	11.6 MB
92	3e/3afbed	961	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (HBRRep3)	CACHED	0	2024-10-17 13:56:21.327	3.9s	1.9s	108.1%	399.5 MB	3.4 GB	21.2 MB	5.4 MB
99	a4/148423	13778	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (UHRRep3)	CACHED	0	2024-10-17 13:55:27.144	3s	0ms	125.2%	3 MB	4.3 MB	174.6 KB	6.7 KB
72	d4/4c3972	23013	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:CUSTOM_TX2GENE (null)	CACHED	0	2024-10-17 13:55:53.351	7.3s	4s	99.4%	11.1 MB	13.7 MB	59 MB	176.1 KB
102	78/d61990	20381	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (HBRRep1)	CACHED	0	2024-10-17 13:55:46.851	3.3s	0ms	75.0%	3 MB	4.3 MB	171.2 KB	6.7 KB
91	72/062725	31423	NFCORE_RNASEQ:RNASEQ:DUPRADAR (HBRRep3)	CACHED	0	2024-10-17 13:56:17.397	8.9s	6s	115.6%	254.7 MB	3.6 GB	205 MB	2.8 MB
103	b4/250fde	16610	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (UHRRep2)	CACHED	0	2024-10-17 13:55:34.361	4.2s	0ms	117.1%	3 MB	4.3 MB	174.8 KB	6.7 KB
101	50/19f016	18062	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (UHRRep3)	CACHED	0	2024-10-17 13:55:39.753	3.9s	0ms	130.2%	6.5 MB	219.3 MB	27.5 MB	5.3 KB
100	5c/a5e955	7572	NFCORE_RNASEQ:RNASEQ:BEDGRAPH_BEDCLIP_BEDGRAPHTOBIGWIG_REVERSE:UCSC_BEDCLIP (UHRRep3)	CACHED	0	2024-10-17 13:56:37.811	2.4s	0ms	68.3%	5.7 MB	18.2 MB	3.1 MB	3.1 MB
74	73/3e37b2	24983	NFCORE_RNASEQ:RNASEQ:DUPRADAR (UHRRep3)	CACHED	0	2024-10-17 13:56:00.643	12.5s	9s	99.1%	317.2 MB	3.7 GB	244.5 MB	2.8 MB
