task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
83	1a/f15a94	10772	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep3)	CACHED	0	2025-07-22 11:45:53.229	8.1s	5s	219.7%	5.3 GB	7.1 GB	5.3 GB	12.4 MB
99	75/605ff3	12541	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep3)	CACHED	0	2025-07-22 11:46:13.406	6.9s	3s	299.8%	4.7 GB	5.3 GB	5.3 GB	12.9 MB
100	78/363748	11459	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep3)	CACHED	0	2025-07-22 11:46:01.381	6s	3s	288.9%	4.3 GB	18.8 GB	5.3 GB	12.6 MB
84	26/7034b9	9563	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep3)	CACHED	0	2025-07-22 11:45:38.368	7.1s	4s	274.7%	4.3 GB	19.2 GB	5.3 GB	12.3 MB
117	fd/43a33e	1441	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep2)	CACHED	0	2025-07-22 11:44:06.978	3.8s	3s	271.0%	5.2 GB	5.3 GB	5.3 GB	9.8 MB
114	96/0f6894	28669	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep2)	CACHED	0	2025-07-22 11:43:26.373	3.9s	2s	269.8%	4.9 GB	5.3 GB	5.3 GB	10 MB
112	c9/e2c904	30212	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep2)	CACHED	0	2025-07-22 11:43:38.767	4.5s	3s	254.2%	4.7 GB	5.3 GB	5.3 GB	10.3 MB
118	08/ffdf4d	26573	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep2)	CACHED	0	2025-07-22 11:43:09.848	3.8s	3s	282.5%	5.2 GB	5.3 GB	5.3 GB	10 MB
119	a8/a696ff	25042	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep2)	CACHED	0	2025-07-22 11:42:56.675	4.7s	3s	257.2%	4.5 GB	5.3 GB	5.3 GB	9.8 MB
115	0e/c67156	25581	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep2)	CACHED	0	2025-07-22 11:43:01.392	3.9s	2s	259.7%	4.9 GB	5.3 GB	5.3 GB	9.9 MB
113	36/61b37f	30723	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep2)	CACHED	0	2025-07-22 11:43:43.318	3.9s	2s	285.4%	5.1 GB	5.3 GB	5.3 GB	10.2 MB
121	c7/5216dd	23922	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep2)	CACHED	0	2025-07-22 11:42:39.346	13.3s	3s	246.4%	4.6 GB	5.3 GB	5.3 GB	10 MB
123	1e/af7e81	31260	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep2)	CACHED	0	2025-07-22 11:43:47.244	4.5s	3s	257.0%	4.9 GB	5.3 GB	5.3 GB	9.8 MB
122	ef/c8a1b8	1962	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep2)	CACHED	0	2025-07-22 11:44:10.801	4.5s	2s	234.2%	4.8 GB	5.3 GB	5.3 GB	9.9 MB
102	e0/2a5001	12025	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep3)	CACHED	0	2025-07-22 11:46:07.352	6s	4s	301.0%	4.4 GB	19.6 GB	5.3 GB	12.5 MB
111	90/ce5b08	27588	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep2)	CACHED	0	2025-07-22 11:43:17.961	3.8s	3s	313.5%	5.3 GB	5.4 GB	5.3 GB	11 MB
120	f8/f883fd	28127	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep2)	CACHED	0	2025-07-22 11:43:21.747	4.6s	2s	241.9%	4.7 GB	5.3 GB	5.3 GB	9.6 MB
124	f9/cd0e64	16818	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep2)	CACHED	0	2025-07-22 11:46:50.924	4.7s	4s	254.1%	5.3 GB	7 GB	5.3 GB	11.9 MB
202	7d/4e8473	15236	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep2)	CACHED	0	2025-07-22 11:46:38.501	4.1s	3s	313.7%	4.7 GB	5.3 GB	5.3 GB	11.7 MB
206	92/1dfd73	15780	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep2)	CACHED	0	2025-07-22 11:46:42.600	4.4s	3s	299.2%	4.8 GB	5.3 GB	5.3 GB	11.6 MB
212	c8/f82187	9056	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep2)	CACHED	0	2025-07-22 11:45:31.789	6.6s	3s	315.7%	4.9 GB	5.3 GB	5.3 GB	11.9 MB
226	91/036486	14749	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep2)	CACHED	0	2025-07-22 11:46:34.543	4s	2s	285.1%	4.8 GB	5.3 GB	5.3 GB	11.4 MB
228	d6/55c72e	13114	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep2)	CACHED	0	2025-07-22 11:46:20.295	5.1s	3s	284.8%	5 GB	5.3 GB	5.3 GB	11.4 MB
229	1c/f08192	4161	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep2)	CACHED	0	2025-07-22 11:44:34.326	6.3s	4s	257.9%	5.3 GB	25.9 GB	5.3 GB	11 MB
232	bc/77af9e	13658	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep2)	CACHED	0	2025-07-22 11:46:25.437	5.2s	3s	285.2%	4.8 GB	5.3 GB	5.3 GB	10.9 MB
236	53/d539a2	14225	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep2)	CACHED	0	2025-07-22 11:46:30.637	3.9s	3s	285.9%	4.9 GB	5.3 GB	5.3 GB	11.3 MB
240	4b/eb9e84	16318	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep2)	CACHED	0	2025-07-22 11:46:47.050	3.9s	3s	316.7%	5.1 GB	5.3 GB	5.3 GB	11.4 MB
258	fa/178f5f	20552	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep1)	CACHED	0	2025-07-22 11:47:20.901	4.7s	3s	386.6%	5.3 GB	5.4 GB	5.3 GB	15.4 MB
253	c2/f1d325	17913	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep1)	CACHED	0	2025-07-22 11:46:59.651	5.1s	3s	336.9%	4.5 GB	19.9 GB	5.3 GB	15.8 MB
251	db/ce2918	24892	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep1)	CACHED	0	2025-07-22 11:47:56.304	4.6s	3s	388.7%	5 GB	5.3 GB	5.3 GB	15.9 MB
259	3c/df80c7	29571	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep1)	CACHED	0	2025-07-22 11:48:36.553	4.8s	3s	330.7%	5.3 GB	7 GB	5.3 GB	15.5 MB
255	17/e7df8f	19555	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep1)	CACHED	0	2025-07-22 11:47:13.167	4s	3s	391.2%	5.2 GB	5.3 GB	5.3 GB	15.6 MB
246	c2/dd4bf5	7970	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep2)	CACHED	0	2025-07-22 11:45:19.516	6.8s	4s	256.9%	3.9 GB	19.7 GB	5.3 GB	11.1 MB
256	a5/56ae52	25898	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep1)	CACHED	0	2025-07-22 11:48:04.756	4.6s	3s	364.6%	5.3 GB	25.5 GB	5.3 GB	15.8 MB
249	6c/d73351	7403	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep2)	CACHED	0	2025-07-22 11:45:12.382	7.1s	4s	255.7%	5.3 GB	7 GB	5.3 GB	10.9 MB
257	1b/5aef00	21071	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep1)	CACHED	0	2025-07-22 11:47:25.595	4.6s	3s	359.5%	5.3 GB	25.4 GB	5.3 GB	15.8 MB
266	65/6c4d5e	18494	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep1)	CACHED	0	2025-07-22 11:47:04.767	4.3s	3s	386.0%	4.8 GB	5.3 GB	5.3 GB	15.5 MB
263	8e/deaa33	27707	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep1)	CACHED	0	2025-07-22 11:48:20.090	5.3s	4s	291.7%	5.1 GB	5.3 GB	5.3 GB	15.6 MB
262	79/2afa3f	28917	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep1)	CACHED	0	2025-07-22 11:48:30.294	6.3s	5s	274.8%	5.3 GB	7.1 GB	5.3 GB	15.8 MB
264	5a/927abb	19012	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep1)	CACHED	0	2025-07-22 11:47:09.035	4.1s	3s	338.6%	4.7 GB	5.3 GB	5.3 GB	15.6 MB
265	24/b64718	23827	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (UHRRep1)	CACHED	0	2025-07-22 11:47:47.682	4.8s	2s	397.2%	5 GB	5.3 GB	5.3 GB	15.5 MB
267	ca/c1f098	30752	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (HBRRep2)	CACHED	0	2025-07-22 11:48:46.503	32.7s	31s	187.2%	5.5 GB	29.6 GB	6.1 GB	34.6 MB
269	58/48ca26	1183	NFCORE_SAREK:SAREK:BAM_MARKDUPLICATES:GATK4_MARKDUPLICATES (UHRRep3)	CACHED	0	2025-07-22 11:49:18.858	35.2s	31s	206.2%	9 GB	31.3 GB	6.2 GB	47 MB
268	11/1e1344	17401	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep3)	CACHED	0	2025-07-22 11:46:55.648	4s	3s	245.1%	4.8 GB	5.3 GB	5.3 GB	9.1 MB
296	38/75a987	30181	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep3)	CACHED	0	2025-07-22 11:48:41.394	5.1s	3s	239.8%	4.4 GB	4.5 GB	5.3 GB	9.2 MB
297	44/3dcca5	26462	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep3)	CACHED	0	2025-07-22 11:48:09.387	5s	3s	224.0%	5.3 GB	25.5 GB	5.3 GB	9.4 MB
298	c3/809eb6	20066	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep3)	CACHED	0	2025-07-22 11:47:17.165	3.7s	3s	271.5%	5.2 GB	5.3 GB	5.3 GB	9 MB
300	52/79e225	22779	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep3)	CACHED	0	2025-07-22 11:47:39.015	4.7s	3s	259.5%	4.5 GB	4.5 GB	5.3 GB	9.2 MB
299	31/411f39	23316	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep3)	CACHED	0	2025-07-22 11:47:43.710	4s	3s	263.3%	4.8 GB	5.3 GB	5.3 GB	9 MB
302	52/c25bad	24353	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep3)	CACHED	0	2025-07-22 11:47:52.498	3.8s	2s	265.8%	5.2 GB	5.3 GB	5.3 GB	9.3 MB
301	d7/c84e3d	22263	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep3)	CACHED	0	2025-07-22 11:47:34.939	4.1s	3s	246.2%	4.7 GB	5.3 GB	5.3 GB	9 MB
303	ff/791d86	25429	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep3)	CACHED	0	2025-07-22 11:48:00.940	3.8s	3s	262.8%	5 GB	5.3 GB	5.3 GB	9.1 MB
304	60/8b4b5f	27073	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep3)	CACHED	0	2025-07-22 11:48:14.439	5.6s	4s	222.0%	5.2 GB	5.3 GB	5.3 GB	9 MB
309	ad/05ec5d	3570	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep1)	CACHED	0	2025-07-22 11:44:27.515	6.8s	4s	204.6%	5.3 GB	7.1 GB	5.3 GB	8.3 MB
305	50/cb7bf9	28312	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep3)	CACHED	0	2025-07-22 11:48:25.347	4.9s	3s	210.1%	5.1 GB	5.3 GB	5.3 GB	8.4 MB
312	72/6d31a0	29182	NFCORE_SAREK:SAREK:FASTQ_ALIGN_BWAMEM_MEM2_DRAGMAP_SENTIEON:BWAMEM1_MEM (HBRRep1)	CACHED	0	2025-07-22 11:43:30.270	3.8s	3s	235.4%	5.1 GB	5.3 GB	5.3 GB	8.2 MB
